# num of genes	num of total genes	Log of odds ratio	P-value	Adjusted p-value	GO term ID	GO term name	GO type
1	3	6.52031747384	-	1.09e-02	GO:0002669	positive regulation of T cell anergy	BP
1	3	6.52031747384	-	1.09e-02	GO:0060024	rhythmic synaptic transmission	BP
1	3	6.52031747384	-	1.09e-02	GO:0033590	response to cobalamin	BP
1	3	6.52031747384	-	1.09e-02	GO:0002429	immune response-activating cell surface receptor signaling pathway	BP
1	3	6.52031747384	-	1.09e-02	GO:1903378	positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	BP
1	3	6.52031747384	-	1.09e-02	GO:0034140	negative regulation of toll-like receptor 3 signaling pathway	BP
1	3	6.52031747384	-	1.09e-02	GO:1903070	negative regulation of ER-associated ubiquitin-dependent protein catabolic process	BP
1	3	6.52031747384	-	1.09e-02	GO:0002366	leukocyte activation involved in immune response	BP
1	3	6.52031747384	-	1.09e-02	GO:0090043	regulation of tubulin deacetylation	BP
1	3	6.52031747384	-	1.09e-02	GO:0051365	cellular response to potassium ion starvation	BP
1	3	6.52031747384	-	1.09e-02	GO:0002503	peptide antigen assembly with MHC class II protein complex	BP
1	3	6.52031747384	-	1.09e-02	GO:0035973	aggrephagy	BP
1	3	6.52031747384	-	1.09e-02	GO:1901797	negative regulation of signal transduction by p53 class mediator	BP
1	3	6.52031747384	-	1.09e-02	GO:1990785	response to water-immersion restraint stress	BP
1	3	6.52031747384	-	1.09e-02	GO:0007176	regulation of epidermal growth factor-activated receptor activity	BP
1	3	6.52031747384	-	1.09e-02	GO:0051097	negative regulation of helicase activity	BP
1	3	6.52031747384	-	1.09e-02	GO:2000630	positive regulation of miRNA metabolic process	BP
1	3	6.52031747384	-	1.09e-02	GO:0018076	N-terminal peptidyl-lysine acetylation	BP
1	3	6.52031747384	-	1.09e-02	GO:1904378	maintenance of unfolded protein involved in ERAD pathway	BP
1	3	6.52031747384	-	1.09e-02	GO:0045588	positive regulation of gamma-delta T cell differentiation	BP
1	3	6.52031747384	-	1.09e-02	GO:1904640	response to methionine	BP
1	3	6.52031747384	-	1.09e-02	GO:0045425	positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process	BP
1	3	6.52031747384	-	7.25e-03	GO:0003953	NAD+ nucleosidase activity	MF
1	3	6.52031747384	-	1.09e-02	GO:0050816	phosphothreonine binding	MF
2	7	6.2979250525	-	1.92e-04	GO:0006475	internal protein amino acid acetylation	BP
1	4	6.10527997456	-	7.25e-03	GO:0090403	oxidative stress-induced premature senescence	BP
1	4	6.10527997456	-	1.09e-02	GO:1902806	regulation of cell cycle G1/S phase transition	BP
1	4	6.10527997456	-	1.09e-02	GO:0071816	tail-anchored membrane protein insertion into ER membrane	BP
1	4	6.10527997456	-	1.09e-02	GO:0070741	response to interleukin-6	BP
1	4	6.10527997456	-	1.09e-02	GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	BP
1	4	6.10527997456	-	1.44e-02	GO:0003170	heart valve development	BP
1	4	6.10527997456	-	1.44e-02	GO:0010883	regulation of lipid storage	BP
1	4	6.10527997456	-	1.44e-02	GO:0007089	traversing start control point of mitotic cell cycle	BP
1	4	6.10527997456	-	1.44e-02	GO:0042373	vitamin K metabolic process	BP
1	4	6.10527997456	-	1.44e-02	GO:1904294	positive regulation of ERAD pathway	BP
1	4	6.10527997456	-	1.44e-02	GO:0005981	regulation of glycogen catabolic process	BP
1	4	6.10527997456	-	1.44e-02	GO:2000346	negative regulation of hepatocyte proliferation	BP
1	4	6.10527997456	-	1.44e-02	GO:0045472	response to ether	BP
1	4	6.10527997456	-	1.44e-02	GO:2000969	positive regulation of AMPA receptor activity	BP
1	4	6.10527997456	-	1.44e-02	GO:0090650	cellular response to oxygen-glucose deprivation	BP
1	4	6.10527997456	-	1.44e-02	GO:0051385	response to mineralocorticoid	BP
1	4	6.10527997456	-	1.44e-02	GO:0010668	ectodermal cell differentiation	BP
1	4	6.10527997456	-	1.09e-02	GO:0042287	MHC protein binding	MF
1	4	6.10527997456	-	1.44e-02	GO:1904288	BAT3 complex binding	MF
1	4	6.10527997456	-	1.44e-02	GO:0048408	epidermal growth factor binding	MF
1	4	6.10527997456	-	1.44e-02	GO:0035325	Toll-like receptor binding	MF
2	9	5.93535497312	-	4.58e-04	GO:0046641	positive regulation of alpha-beta T cell proliferation	BP
1	5	5.78335187967	-	1.44e-02	GO:0003283	atrial septum development	BP
1	5	5.78335187967	-	1.44e-02	GO:0038031	non-canonical Wnt signaling pathway via JNK cascade	BP
1	5	5.78335187967	-	1.44e-02	GO:0009299	mRNA transcription	BP
1	5	5.78335187967	-	1.80e-02	GO:0046822	regulation of nucleocytoplasmic transport	BP
1	5	5.78335187967	-	1.80e-02	GO:1900271	regulation of long-term synaptic potentiation	BP
1	5	5.78335187967	-	1.80e-02	GO:1902749	regulation of cell cycle G2/M phase transition	BP
1	5	5.78335187967	-	1.80e-02	GO:0051653	spindle localization	BP
1	5	5.78335187967	-	1.80e-02	GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	BP
1	5	5.78335187967	-	1.80e-02	GO:0071332	cellular response to fructose stimulus	BP
1	5	5.78335187967	-	1.80e-02	GO:0010543	regulation of platelet activation	BP
1	5	5.78335187967	-	1.80e-02	GO:0090330	regulation of platelet aggregation	BP
1	5	5.78335187967	-	1.80e-02	GO:0070245	positive regulation of thymocyte apoptotic process	BP
1	5	5.78335187967	-	1.80e-02	GO:2000809	positive regulation of synaptic vesicle clustering	BP
1	5	5.78335187967	-	1.80e-02	GO:0032876	negative regulation of DNA endoreduplication	BP
1	5	5.78335187967	-	1.09e-02	GO:0032027	myosin light chain binding	MF
1	5	5.78335187967	-	1.44e-02	GO:0061665	SUMO ligase activity	MF
1	5	5.78335187967	-	1.44e-02	GO:0042608	T cell receptor binding	MF
1	5	5.78335187967	-	1.80e-02	GO:0071532	ankyrin repeat binding	MF
3	16	5.69024247528	-	1.99e-05	GO:0023026	MHC class II protein complex binding	MF
1	6	5.52031747384	-	2.16e-02	GO:0035900	response to isolation stress	BP
1	6	5.52031747384	-	2.16e-02	GO:0097104	postsynaptic membrane assembly	BP
1	6	5.52031747384	-	2.16e-02	GO:0030853	negative regulation of granulocyte differentiation	BP
1	6	5.52031747384	-	2.16e-02	GO:0010742	macrophage derived foam cell differentiation	BP
1	6	5.52031747384	-	2.16e-02	GO:0033194	response to hydroperoxide	BP
1	6	5.52031747384	-	2.16e-02	GO:0045084	positive regulation of interleukin-12 biosynthetic process	BP
1	6	5.52031747384	-	2.16e-02	GO:0061002	negative regulation of dendritic spine morphogenesis	BP
1	6	5.52031747384	-	1.80e-02	GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	MF
1	6	5.52031747384	-	1.80e-02	GO:0048029	monosaccharide binding	MF
1	6	5.52031747384	-	2.16e-02	GO:0030275	LRR domain binding	MF
1	6	5.52031747384	-	2.16e-02	GO:0005168	neurotrophin TRKA receptor binding	MF
3	19	5.44231496184	-	3.54e-05	GO:0043153	entrainment of circadian clock by photoperiod	BP
2	13	5.40484025642	-	9.83e-04	GO:0045579	positive regulation of B cell differentiation	BP
1	7	5.2979250525	-	1.44e-02	GO:0001945	lymph vessel development	BP
1	7	5.2979250525	-	1.80e-02	GO:0002281	macrophage activation involved in immune response	BP
1	7	5.2979250525	-	1.80e-02	GO:0045576	mast cell activation	BP
1	7	5.2979250525	-	2.16e-02	GO:0060080	inhibitory postsynaptic potential	BP
1	7	5.2979250525	-	2.16e-02	GO:0045162	clustering of voltage-gated sodium channels	BP
1	7	5.2979250525	-	2.16e-02	GO:0060576	intestinal epithelial cell development	BP
1	7	5.2979250525	-	2.51e-02	GO:0045650	negative regulation of macrophage differentiation	BP
1	7	5.2979250525	-	2.51e-02	GO:0031497	chromatin assembly	BP
1	7	5.2979250525	-	2.51e-02	GO:0050764	regulation of phagocytosis	BP
1	7	5.2979250525	-	2.51e-02	GO:0097157	pre-mRNA intronic binding	MF
1	7	5.2979250525	-	2.51e-02	GO:0031406	carboxylic acid binding	MF
2	15	5.19838937895	-	9.83e-04	GO:0019789	SUMO transferase activity	MF
1	8	5.10527997456	-	1.80e-02	GO:0048512	circadian behavior	BP
1	8	5.10527997456	-	2.16e-02	GO:0001867	complement activation, lectin pathway	BP
1	8	5.10527997456	-	2.16e-02	GO:0001763	morphogenesis of a branching structure	BP
1	8	5.10527997456	-	2.51e-02	GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway	BP
1	8	5.10527997456	-	2.51e-02	GO:0097105	presynaptic membrane assembly	BP
1	8	5.10527997456	-	2.51e-02	GO:0005979	regulation of glycogen biosynthetic process	BP
1	8	5.10527997456	-	2.51e-02	GO:0050663	cytokine secretion	BP
1	8	5.10527997456	-	2.51e-02	GO:0071316	cellular response to nicotine	BP
1	8	5.10527997456	-	2.87e-02	GO:0007172	signal complex assembly	BP
1	8	5.10527997456	-	2.87e-02	GO:1900119	positive regulation of execution phase of apoptosis	BP
1	8	5.10527997456	-	2.87e-02	GO:2000774	positive regulation of cellular senescence	BP
1	8	5.10527997456	-	2.87e-02	GO:0071312	cellular response to alkaloid	BP
1	8	5.10527997456	-	2.87e-02	GO:0097027	ubiquitin-protein transferase activator activity	MF
2	17	5.01781713331	-	1.32e-03	GO:0071375	cellular response to peptide hormone stimulus	BP
2	17	5.01781713331	-	1.70e-03	GO:0010039	response to iron ion	BP
1	9	4.93535497312	-	2.51e-02	GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	BP
1	9	4.93535497312	-	2.87e-02	GO:0046638	positive regulation of alpha-beta T cell differentiation	BP
1	9	4.93535497312	-	2.87e-02	GO:0090394	negative regulation of excitatory postsynaptic potential	BP
1	9	4.93535497312	-	2.87e-02	GO:0000733	DNA strand renaturation	BP
1	9	4.93535497312	-	2.87e-02	GO:1901223	negative regulation of NIK/NF-kappaB signaling	BP
1	9	4.93535497312	-	2.87e-02	GO:2000059	negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	BP
1	9	4.93535497312	-	3.22e-02	GO:0051146	striated muscle cell differentiation	BP
1	9	4.93535497312	-	3.22e-02	GO:0010224	response to UV-B	BP
1	9	4.93535497312	-	3.22e-02	GO:0006048	UDP-N-acetylglucosamine biosynthetic process	BP
2	18	4.93535497312	-	1.70e-03	GO:0008157	protein phosphatase 1 binding	MF
1	9	4.93535497312	-	3.22e-02	GO:0036312	phosphatidylinositol 3-kinase regulatory subunit binding	MF
1	9	4.93535497312	-	3.22e-02	GO:0004716	signal transducer, downstream of receptor, with protein tyrosine kinase activity	MF
2	19	4.85735246112	-	1.32e-03	GO:0050850	positive regulation of calcium-mediated signaling	BP
2	19	4.85735246112	-	1.91e-03	GO:0046827	positive regulation of protein export from nucleus	BP
3	29	4.83226148015	-	1.54e-04	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	BP
1	10	4.78335187967	-	2.87e-02	GO:0060411	cardiac septum morphogenesis	BP
1	10	4.78335187967	-	3.22e-02	GO:0003181	atrioventricular valve morphogenesis	BP
1	10	4.78335187967	-	3.22e-02	GO:0051901	positive regulation of mitochondrial depolarization	BP
1	10	4.78335187967	-	3.22e-02	GO:0071236	cellular response to antibiotic	BP
1	10	4.78335187967	-	3.57e-02	GO:0006983	ER overload response	BP
1	10	4.78335187967	-	3.57e-02	GO:0031571	mitotic G1 DNA damage checkpoint	BP
1	10	4.78335187967	-	3.57e-02	GO:0031065	positive regulation of histone deacetylation	BP
1	10	4.78335187967	-	3.57e-02	GO:0043306	positive regulation of mast cell degranulation	BP
2	20	4.78335187967	-	2.12e-03	GO:0033613	activating transcription factor binding	MF
1	10	4.78335187967	-	2.16e-02	GO:0032395	MHC class II receptor activity	MF
1	10	4.78335187967	-	3.57e-02	GO:0042805	actinin binding	MF
1	10	4.78335187967	-	3.57e-02	GO:0042975	peroxisome proliferator activated receptor binding	MF
3	32	4.69024247528	-	1.89e-04	GO:0046677	response to antibiotic	BP
3	32	4.69024247528	-	1.71e-04	GO:0005154	epidermal growth factor receptor binding	MF
1	11	4.64584835592	-	3.22e-02	GO:0070997	neuron death	BP
1	11	4.64584835592	-	3.22e-02	GO:0071712	ER-associated misfolded protein catabolic process	BP
1	11	4.64584835592	-	3.22e-02	GO:0001893	maternal placenta development	BP
1	11	4.64584835592	-	3.22e-02	GO:0017187	peptidyl-glutamic acid carboxylation	BP
1	11	4.64584835592	-	3.57e-02	GO:0001944	vasculature development	BP
1	11	4.64584835592	-	3.57e-02	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	BP
1	11	4.64584835592	-	3.57e-02	GO:0006473	protein acetylation	BP
1	11	4.64584835592	-	3.92e-02	GO:1904754	positive regulation of vascular associated smooth muscle cell migration	BP
1	11	4.64584835592	-	3.92e-02	GO:0032495	response to muramyl dipeptide	BP
1	11	4.64584835592	-	3.92e-02	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	BP
1	11	4.64584835592	-	3.92e-02	GO:0060765	regulation of androgen receptor signaling pathway	BP
1	11	4.64584835592	-	3.92e-02	GO:0010955	negative regulation of protein processing	BP
1	11	4.64584835592	-	3.92e-02	GO:0045667	regulation of osteoblast differentiation	BP
1	11	4.64584835592	-	3.92e-02	GO:0071404	cellular response to low-density lipoprotein particle stimulus	BP
1	11	4.64584835592	-	2.87e-02	GO:0015643	toxic substance binding	MF
1	11	4.64584835592	-	2.87e-02	GO:0042301	phosphate ion binding	MF
1	11	4.64584835592	-	3.57e-02	GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity	MF
1	11	4.64584835592	-	3.57e-02	GO:0016407	acetyltransferase activity	MF
2	23	4.5817180185	-	3.11e-03	GO:0031593	polyubiquitin binding	MF
1	12	4.52031747384	-	2.87e-02	GO:0032026	response to magnesium ion	BP
1	12	4.52031747384	-	3.57e-02	GO:0090399	replicative senescence	BP
1	12	4.52031747384	-	3.57e-02	GO:0009888	tissue development	BP
1	12	4.52031747384	-	3.57e-02	GO:0071391	cellular response to estrogen stimulus	BP
1	12	4.52031747384	-	3.92e-02	GO:0060707	trophoblast giant cell differentiation	BP
1	12	4.52031747384	-	3.92e-02	GO:0045060	negative thymic T cell selection	BP
1	12	4.52031747384	-	3.92e-02	GO:0008340	determination of adult lifespan	BP
1	12	4.52031747384	-	3.92e-02	GO:0045779	negative regulation of bone resorption	BP
1	12	4.52031747384	-	3.92e-02	GO:0006107	oxaloacetate metabolic process	BP
1	12	4.52031747384	-	3.92e-02	GO:0060766	negative regulation of androgen receptor signaling pathway	BP
1	12	4.52031747384	-	4.27e-02	GO:0046902	regulation of mitochondrial membrane permeability	BP
1	12	4.52031747384	-	4.27e-02	GO:0033630	positive regulation of cell adhesion mediated by integrin	BP
1	12	4.52031747384	-	4.27e-02	GO:0035635	entry of bacterium into host cell	BP
1	12	4.52031747384	-	4.27e-02	GO:0045086	positive regulation of interleukin-2 biosynthetic process	BP
1	12	4.52031747384	-	2.87e-02	GO:0042043	neurexin family protein binding	MF
1	12	4.52031747384	-	4.27e-02	GO:0070628	proteasome binding	MF
1	12	4.52031747384	-	4.27e-02	GO:0000983	transcription factor activity, RNA polymerase II core promoter sequence-specific	MF
2	25	4.46142378479	-	3.68e-03	GO:0046875	ephrin receptor binding	MF
1	13	4.40484025642	-	3.57e-02	GO:0002087	regulation of respiratory gaseous exchange by neurological system process	BP
1	13	4.40484025642	-	3.92e-02	GO:0032228	regulation of synaptic transmission, GABAergic	BP
1	13	4.40484025642	-	4.27e-02	GO:0051974	negative regulation of telomerase activity	BP
1	13	4.40484025642	-	4.27e-02	GO:0045780	positive regulation of bone resorption	BP
1	13	4.40484025642	-	4.62e-02	GO:0042176	regulation of protein catabolic process	BP
2	26	4.40484025642	-	1.70e-03	GO:0042605	peptide antigen binding	MF
1	13	4.40484025642	-	4.62e-02	GO:0001784	phosphotyrosine binding	MF
1	13	4.40484025642	-	4.62e-02	GO:0051787	misfolded protein binding	MF
1	13	4.40484025642	-	4.62e-02	GO:0035497	cAMP response element binding	MF
2	27	4.3503924724	-	4.28e-03	GO:0043278	response to morphine	BP
2	28	4.2979250525	-	3.11e-03	GO:0003281	ventricular septum development	BP
2	28	4.2979250525	-	3.68e-03	GO:0005977	glycogen metabolic process	BP
2	28	4.2979250525	-	4.60e-03	GO:0010332	response to gamma radiation	BP
1	14	4.2979250525	-	3.22e-02	GO:0006044	N-acetylglucosamine metabolic process	BP
1	14	4.2979250525	-	3.92e-02	GO:0032461	positive regulation of protein oligomerization	BP
1	14	4.2979250525	-	3.92e-02	GO:0043303	mast cell degranulation	BP
1	14	4.2979250525	-	4.27e-02	GO:0071625	vocalization behavior	BP
1	14	4.2979250525	-	4.27e-02	GO:2000310	regulation of NMDA receptor activity	BP
1	14	4.2979250525	-	4.27e-02	GO:0022011	myelination in peripheral nervous system	BP
1	14	4.2979250525	-	4.62e-02	GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	BP
1	14	4.2979250525	-	4.62e-02	GO:0060441	epithelial tube branching involved in lung morphogenesis	BP
1	14	4.2979250525	-	4.62e-02	GO:2000060	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	BP
1	14	4.2979250525	-	4.97e-02	GO:0043923	positive regulation by host of viral transcription	BP
1	14	4.2979250525	-	4.97e-02	GO:0043508	negative regulation of JUN kinase activity	BP
1	14	4.2979250525	-	4.97e-02	GO:0035729	cellular response to hepatocyte growth factor stimulus	BP
1	14	4.2979250525	-	4.97e-02	GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	BP
1	14	4.2979250525	-	3.92e-02	GO:0048038	quinone binding	MF
1	14	4.2979250525	-	4.27e-02	GO:0000982	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	MF
1	14	4.2979250525	-	4.97e-02	GO:1990381	ubiquitin-specific protease binding	MF
3	43	4.26397772058	-	3.76e-04	GO:0030971	receptor tyrosine kinase binding	MF
6	89	4.21450904432	-	5.96e-10	GO:0006956	complement activation	BP
1	15	4.19838937895	-	4.27e-02	GO:0007158	neuron cell-cell adhesion	BP
1	15	4.19838937895	-	4.62e-02	GO:0001953	negative regulation of cell-matrix adhesion	BP
1	15	4.19838937895	-	4.97e-02	GO:0030330	DNA damage response, signal transduction by p53 class mediator	BP
1	15	4.19838937895	-	4.97e-02	GO:0035024	negative regulation of Rho protein signal transduction	BP
1	15	4.19838937895	-	5.31e-02	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	BP
1	15	4.19838937895	-	5.31e-02	GO:0030889	negative regulation of B cell proliferation	BP
1	15	4.19838937895	-	5.31e-02	GO:0005521	lamin binding	MF
4	62	4.15108366417	-	5.65e-05	GO:0030433	ubiquitin-dependent ERAD pathway	BP
2	31	4.15108366417	-	4.28e-03	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	BP
2	32	4.10527997456	-	5.27e-03	GO:0070555	response to interleukin-1	BP
1	16	4.10527997456	-	4.62e-02	GO:0019674	NAD metabolic process	BP
1	16	4.10527997456	-	4.97e-02	GO:0031293	membrane protein intracellular domain proteolysis	BP
1	16	4.10527997456	-	4.97e-02	GO:0060292	long term synaptic depression	BP
1	16	4.10527997456	-	4.97e-02	GO:0090026	positive regulation of monocyte chemotaxis	BP
1	16	4.10527997456	-	4.97e-02	GO:0035855	megakaryocyte development	BP
1	16	4.10527997456	-	5.31e-02	GO:0048260	positive regulation of receptor-mediated endocytosis	BP
1	16	4.10527997456	-	5.31e-02	GO:2000785	regulation of autophagosome assembly	BP
1	16	4.10527997456	-	5.66e-02	GO:0035994	response to muscle stretch	BP
1	16	4.10527997456	-	5.66e-02	GO:0003203	endocardial cushion morphogenesis	BP
1	16	4.10527997456	-	5.66e-02	GO:0031396	regulation of protein ubiquitination	BP
2	32	4.10527997456	-	4.93e-03	GO:0016791	phosphatase activity	MF
1	16	4.10527997456	-	5.31e-02	GO:0005159	insulin-like growth factor receptor binding	MF
2	33	4.0608858552	-	3.68e-03	GO:0016874	ligase activity	MF
3	50	4.04638628551	-	7.38e-04	GO:0032481	positive regulation of type I interferon production	BP
1	17	4.01781713331	-	4.62e-02	GO:0048514	blood vessel morphogenesis	BP
1	17	4.01781713331	-	4.97e-02	GO:0050804	modulation of synaptic transmission	BP
1	17	4.01781713331	-	4.97e-02	GO:0042462	eye photoreceptor cell development	BP
1	17	4.01781713331	-	5.31e-02	GO:0071354	cellular response to interleukin-6	BP
1	17	4.01781713331	-	5.31e-02	GO:0051497	negative regulation of stress fiber assembly	BP
1	17	4.01781713331	-	5.31e-02	GO:1901800	positive regulation of proteasomal protein catabolic process	BP
1	17	4.01781713331	-	5.66e-02	GO:1904707	positive regulation of vascular smooth muscle cell proliferation	BP
7	120	4.00574430101	-	2.14e-11	GO:0006958	complement activation, classical pathway	BP
2	35	3.97599695762	-	6.73e-03	GO:0005057	signal transducer activity, downstream of receptor	MF
1	18	3.93535497312	-	5.31e-02	GO:0007597	blood coagulation, intrinsic pathway	BP
1	18	3.93535497312	-	5.66e-02	GO:0036120	cellular response to platelet-derived growth factor stimulus	BP
1	18	3.93535497312	-	6.00e-02	GO:0098609	cell-cell adhesion	BP
1	18	3.93535497312	-	6.00e-02	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	BP
1	18	3.93535497312	-	6.00e-02	GO:0048169	regulation of long-term neuronal synaptic plasticity	BP
1	18	3.93535497312	-	6.34e-02	GO:0035904	aorta development	BP
1	18	3.93535497312	-	4.27e-02	GO:0016746	transferase activity, transferring acyl groups	MF
1	18	3.93535497312	-	5.66e-02	GO:0098641	cadherin binding involved in cell-cell adhesion	MF
3	55	3.90888276176	-	8.79e-04	GO:0007173	epidermal growth factor receptor signaling pathway	BP
2	38	3.85735246112	-	7.53e-03	GO:0038128	ERBB2 signaling pathway	BP
1	19	3.85735246112	-	5.31e-02	GO:0048545	response to steroid hormone	BP
1	19	3.85735246112	-	5.66e-02	GO:0032332	positive regulation of chondrocyte differentiation	BP
1	19	3.85735246112	-	5.66e-02	GO:0045879	negative regulation of smoothened signaling pathway	BP
1	19	3.85735246112	-	5.66e-02	GO:0030220	platelet formation	BP
1	19	3.85735246112	-	6.00e-02	GO:0051968	positive regulation of synaptic transmission, glutamatergic	BP
