# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	9	11	1.029131565458864e-08	2.537033033109461e-07
R-HSA-1059683	Interleukin-6 signaling	9	11	1.029131565458864e-08	2.537033033109461e-07
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	21	61	1.134682002373616e-08	2.680686230607668e-07
R-HSA-428930	Thromboxane signalling through TP receptor	13	24	1.111824154711316e-08	2.680686230607668e-07
R-HSA-202040	G-protein activation	14	28	1.1674580121622426e-08	2.7018313995754757e-07
R-HSA-8983432	Interleukin-15 signaling	10	14	1.3406022242376527e-08	2.9808684750696043e-07
R-HSA-877312	Regulation of IFNG signaling	10	14	1.3406022242376527e-08	2.9808684750696043e-07
R-HSA-3928662	EPHB-mediated forward signaling	17	42	1.7342288842602588e-08	3.670015346182313e-07
R-HSA-2871809	FCERI mediated Ca+2 mobilization	15	33	1.8144014993509876e-08	3.670015346182313e-07
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	17	42	1.7342288842602588e-08	3.670015346182313e-07
R-HSA-420092	Glucagon-type ligand receptors	15	33	1.8144014993509876e-08	3.670015346182313e-07
R-HSA-5218921	VEGFR2 mediated cell proliferation	12	21	1.844716708398517e-08	3.670015346182313e-07
R-HSA-5621575	CD209 (DC-SIGN) signaling	12	21	1.844716708398517e-08	3.670015346182313e-07
R-HSA-9664565	Signaling by ERBB2 KD Mutants	13	25	2.1372106972609465e-08	4.178615397748127e-07
R-HSA-210993	Tie2 Signaling	11	18	2.8080496362742852e-08	5.39716658904244e-07
R-HSA-1250196	SHC1 events in ERBB2 signaling	12	22	3.7460513017832374e-08	6.850510297309899e-07
R-HSA-375165	NCAM signaling for neurite out-growth	12	22	3.7460513017832374e-08	6.850510297309899e-07
R-HSA-210990	PECAM1 interactions	9	12	3.805839054061055e-08	6.850510297309899e-07
R-HSA-389359	CD28 dependent Vav1 pathway	9	12	3.805839054061055e-08	6.850510297309899e-07
R-HSA-112043	PLC beta mediated events	10	16	9.155580621006759e-08	1.6222544412846352e-06
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	14	32	9.93336901749488e-08	1.723839643245543e-06
R-HSA-110056	MAPK3 (ERK1) activation	8	10	1.0032929140582525e-07	1.723839643245543e-06
R-HSA-416482	G alpha (12/13) signalling events	22	77	2.2833651377084585e-07	3.864680695763272e-06
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	12	25	2.3697290767677786e-07	3.951871725080384e-06
R-HSA-2586552	Signaling by Leptin	8	11	3.4043056007882854e-07	5.594902248252052e-06
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	11	22	4.527991831786532e-07	7.3353467674941825e-06
R-HSA-354192	Integrin signaling	11	23	8.01588833840648e-07	1.2625024132990208e-05
R-HSA-2029485	Role of phospholipids in phagocytosis	11	23	8.01588833840648e-07	1.2625024132990208e-05
R-HSA-8984722	Interleukin-35 Signalling	8	12	9.45174899146091e-07	1.3895092734818487e-05
R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	8	12	9.45174899146091e-07	1.3895092734818487e-05
R-HSA-9607240	FLT3 Signaling	8	12	9.45174899146091e-07	1.3895092734818487e-05
R-HSA-389356	CD28 co-stimulation	7	9	9.557471193261392e-07	1.3895092734818487e-05
R-HSA-8985947	Interleukin-9 signaling	7	9	9.557471193261392e-07	1.3895092734818487e-05
R-HSA-198203	PI3K/AKT activation	7	9	9.557471193261392e-07	1.3895092734818487e-05
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	12	28	1.09086505702956e-06	1.5658746514829382e-05
R-HSA-1295596	Spry regulation of FGF signaling	9	16	1.4467788382073051e-06	2.025490373490227e-05
R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	9	16	1.4467788382073051e-06	2.025490373490227e-05
R-HSA-912694	Regulation of IFNA signaling	10	20	1.5403770537796745e-06	2.1302287548611597e-05
R-HSA-5218920	VEGFR2 mediated vascular permeability	12	29	1.7181485915070262e-06	2.3474463888782743e-05
R-HSA-8856828	Clathrin-mediated endocytosis	28	127	1.9495078724903778e-06	2.6318356278620102e-05
R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	6	7	2.383903024393505e-06	3.1434256158863195e-05
R-HSA-9027283	Erythropoietin activates STAT5	6	7	2.383903024393505e-06	3.1434256158863195e-05
R-HSA-9664323	FCGR3A-mediated IL10 synthesis	14	40	2.567007341492963e-06	3.345961293394276e-05
R-HSA-445144	Signal transduction by L1	10	21	2.717874513505756e-06	3.4629996610286826e-05
R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	10	21	2.717874513505756e-06	3.4629996610286826e-05
R-HSA-74749	Signal attenuation	7	10	2.9517220511516978e-06	3.678299786819808e-05
R-HSA-9020958	Interleukin-21 signaling	7	10	2.9517220511516978e-06	3.678299786819808e-05
R-HSA-163359	Glucagon signaling in metabolic regulation	11	26	3.610227489069161e-06	4.4499977963091614e-05
R-HSA-380095	Tachykinin receptors bind tachykinins	5	5	4.3505879277623545e-06	5.3049104409489355e-05
R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	8	14	4.912336085547951e-06	5.9261586393738045e-05
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	14	43	6.812198752828287e-06	8.131614090218187e-05
R-HSA-9020956	Interleukin-27 signaling	7	11	7.521482160496161e-06	8.703429357145558e-05
R-HSA-5655291	Signaling by FGFR4 in disease	7	11	7.521482160496161e-06	8.703429357145558e-05
R-HSA-8875555	MET activates RAP1 and RAC1	7	11	7.521482160496161e-06	8.703429357145558e-05
R-HSA-164944	Nef and signal transduction	6	8	8.847848843440408e-06	0.00010134808675213558
R-HSA-111447	Activation of BAD and translocation to mitochondria 	8	15	9.744187745942298e-06	0.00011049908903898566
R-HSA-4086398	Ca2+ pathway	17	62	9.922813474999316e-06	0.00011141059881830915
R-HSA-5625740	RHO GTPases activate PKNs	11	29	1.2747462332540636e-05	0.00014172178710883415
R-HSA-418217	G beta:gamma signalling through PLC beta	9	20	1.5544667044910697e-05	0.0001711422565915411
R-HSA-170968	Frs2-mediated activation	7	12	1.6728312326296065e-05	0.0001806657731239975
R-HSA-2029481	FCGR activation	7	12	1.6728312326296065e-05	0.0001806657731239975
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	18	71	1.7932564531846184e-05	0.0001912072019192773
R-HSA-180292	GAB1 signalosome	8	16	1.8041596653758968e-05	0.0001912072019192773
R-HSA-8854691	Interleukin-20 family signaling	10	25	1.838808487638599e-05	0.0001930748912020529
R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	12	36	2.3731233211368864e-05	0.000234728968898236
R-HSA-390696	Adrenoceptors	6	9	2.4632052291790195e-05	0.000234728968898236
R-HSA-2179392	EGFR Transactivation by Gastrin	6	9	2.4632052291790195e-05	0.000234728968898236
R-HSA-5673000	RAF activation	12	36	2.3731233211368864e-05	0.000234728968898236
R-HSA-2428933	SHC-related events triggered by IGF1R	6	9	2.4632052291790195e-05	0.000234728968898236
R-HSA-74751	Insulin receptor signalling cascade	6	9	2.4632052291790195e-05	0.000234728968898236
R-HSA-9026519	Activated NTRK2 signals through RAS	6	9	2.4632052291790195e-05	0.000234728968898236
R-HSA-392154	Nitric oxide stimulates guanylate cyclase	5	6	2.426815953870958e-05	0.000234728968898236
R-HSA-9634635	Estrogen-stimulated signaling through PRKCZ	5	6	2.426815953870958e-05	0.000234728968898236
R-HSA-112411	MAPK1 (ERK2) activation	6	9	2.4632052291790195e-05	0.000234728968898236
R-HSA-112399	IRS-mediated signalling	5	6	2.426815953870958e-05	0.000234728968898236
R-HSA-6807004	Negative regulation of MET activity	9	21	2.5164761443374534e-05	0.00023584164856848533
R-HSA-500657	Presynaptic function of Kainate receptors	9	21	2.5164761443374534e-05	0.00023584164856848533
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	7	13	3.3591121035743586e-05	0.00030969375003685553
R-HSA-209560	NF-kB is activated and signals survival	7	13	3.3591121035743586e-05	0.00030969375003685553
R-HSA-392170	ADP signalling through P2Y purinoceptor 12	9	22	3.939813970540258e-05	0.00036030234214456876
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	22	103	4.0680291740511764e-05	0.00036905160666992275
R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	11	33	5.198381578630265e-05	0.0004658676998337512
R-HSA-1227986	Signaling by ERBB2	8	18	5.25847139142153e-05	0.0004658676998337512
R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	8	18	5.25847139142153e-05	0.0004658676998337512
R-HSA-8853334	Signaling by FGFR3 fusions in cancer	6	10	5.715254765214988e-05	0.0004947403743323508
R-HSA-8875656	MET receptor recycling	6	10	5.715254765214988e-05	0.0004947403743323508
R-HSA-167044	Signalling to RAS	6	10	5.715254765214988e-05	0.0004947403743323508
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	14	51	5.91545935180007e-05	0.0005081917352228242
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	9	23	5.9883853010842316e-05	0.0005105886414608661
R-HSA-202433	Generation of second messenger molecules	11	34	7.101615300773425e-05	0.0006009874441102287
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	14	52	7.472298128029057e-05	0.0006276730427544408
R-HSA-5603029	IkBA variant leads to EDA-ID	5	7	7.897880082635441e-05	0.000644330648468244
R-HSA-6783783	Interleukin-10 signaling	13	46	7.781555595191668e-05	0.000644330648468244
R-HSA-111933	Calmodulin induced events	5	7	7.897880082635441e-05	0.000644330648468244
R-HSA-112412	SOS-mediated signalling	5	7	7.897880082635441e-05	0.000644330648468244
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	8	19	8.41061519975387e-05	0.0006812598311800635
R-HSA-8863795	Downregulation of ERBB2 signaling	9	24	8.865332292535819e-05	0.0007079779450518041
R-HSA-5627123	RHO GTPases activate PAKs	9	24	8.865332292535819e-05	0.0007079779450518041
R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	7	15	0.00010822990944548715	0.0008292751169674488
R-HSA-937039	IRAK1 recruits IKK complex	7	15	0.00010822990944548715	0.0008292751169674488
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	7	15	0.00010822990944548715	0.0008292751169674488
R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	7	15	0.00010822990944548715	0.0008292751169674488
R-HSA-1170546	Prolactin receptor signaling	7	15	0.00010822990944548715	0.0008292751169674488
R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	7	15	0.00010822990944548715	0.0008292751169674488
R-HSA-8851805	MET activates RAS signaling	6	11	0.00011670982624198589	0.0008594087205091689
R-HSA-5357956	TNFR1-induced NFkappaB signaling pathway	10	30	0.00011420688917388868	0.0008594087205091689
R-HSA-8939211	ESR-mediated signaling	6	11	0.00011670982624198589	0.0008594087205091689
R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	6	11	0.00011670982624198589	0.0008594087205091689
R-HSA-388841	Costimulation by the CD28 family	6	11	0.00011670982624198589	0.0008594087205091689
R-HSA-390666	Serotonin receptors	6	11	0.00011670982624198589	0.0008594087205091689
R-HSA-392451	G beta:gamma signalling through PI3Kgamma	9	25	0.00012817751932817778	0.0009317519674240616
R-HSA-1266695	Interleukin-7 signaling	11	36	0.00012738637021700587	0.0009317519674240616
R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	12	42	0.00013024454893057012	0.0009347931549826995
R-HSA-8964616	G beta:gamma signalling through CDC42	8	20	0.00012981380863071423	0.0009347931549826995
R-HSA-380108	Chemokine receptors bind chemokines	14	55	0.0001446822863223452	0.0010318849854688017
R-HSA-9679191	Potential therapeutics for SARS	11	37	0.0001675562344373436	0.0011801786947325942
R-HSA-168638	NOD1/2 Signaling Pathway	11	37	0.0001675562344373436	0.0011801786947325942
R-HSA-392517	Rap1 signalling	7	16	0.00017837637495015193	0.001240974289530505
R-HSA-391160	Signal regulatory protein family interactions	7	16	0.00017837637495015193	0.001240974289530505
R-HSA-389513	CTLA4 inhibitory signaling	8	21	0.00019421322228928465	0.0013429133785124927
R-HSA-9034864	Activated NTRK3 signals through RAS	5	8	0.00019586372079818476	0.0013461179356675243
R-HSA-3371511	HSF1 activation	6	12	0.00021669134016152317	0.0014714250284021994
R-HSA-430116	GP1b-IX-V activation signalling	6	12	0.00021669134016152317	0.0014714250284021994
R-HSA-390648	Muscarinic acetylcholine receptors	4	5	0.0002401172973461277	0.0015923568139795839
R-HSA-9032759	NTRK2 activates RAC1	4	5	0.0002401172973461277	0.0015923568139795839
R-HSA-9006335	Signaling by Erythropoietin	4	5	0.0002401172973461277	0.0015923568139795839
R-HSA-9032500	Activated NTRK2 signals through FYN	4	5	0.0002401172973461277	0.0015923568139795839
R-HSA-5357905	Regulation of TNFR1 signaling	10	33	0.00027831365802503147	0.0018349284197696843
R-HSA-389357	CD28 dependent PI3K/Akt signaling	8	22	0.0002826789837663445	0.0018422871700634177
R-HSA-9022699	MECP2 regulates neuronal receptors and channels	7	17	0.00028115398138652497	0.0018422871700634177
R-HSA-180336	SHC1 events in EGFR signaling	6	13	0.00037363438511969256	0.002421150815575608
R-HSA-373753	Nephrin family interactions	8	23	0.0004015030534988417	0.0025869571742482187
R-HSA-8964315	G beta:gamma signalling through BTK	7	18	0.0004266071516070133	0.002733178022160187
R-HSA-202424	Downstream TCR signaling	19	97	0.0004360828771418823	0.002778190913926374
R-HSA-5675221	Negative regulation of MAPK pathway	11	41	0.0004521641498097114	0.0028645483010291215
R-HSA-933542	TRAF6 mediated NF-kB activation	8	24	0.0005579279187944222	0.0034955262978611868
R-HSA-9620244	Long-term potentiation	8	24	0.0005579279187944222	0.0034955262978611868
R-HSA-6804757	Regulation of TP53 Degradation	10	36	0.0006049273515241637	0.003619546625583821
R-HSA-182971	EGFR downregulation	9	30	0.0006096414510463049	0.003619546625583821
R-HSA-170670	Adenylate cyclase inhibitory pathway	6	14	0.0006071577444675168	0.003619546625583821
R-HSA-5602636	IKBKB deficiency causes SCID	3	3	0.0006090193566642654	0.003619546625583821
R-HSA-5603027	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)	3	3	0.0006090193566642654	0.003619546625583821
R-HSA-418885	DCC mediated attractive signaling	6	14	0.0006071577444675168	0.003619546625583821
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	6	14	0.0006071577444675168	0.003619546625583821
R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	3	3	0.0006090193566642654	0.003619546625583821
R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	3	3	0.0006090193566642654	0.003619546625583821
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	3	3	0.0006090193566642654	0.003619546625583821
R-HSA-3928664	Ephrin signaling	7	19	0.0006263994013708221	0.0036996714643464184
R-HSA-8851907	MET activates PI3K/AKT signaling	4	6	0.0006718155729593319	0.003906865947363499
R-HSA-388479	Vasopressin-like receptors	4	6	0.0006718155729593319	0.003906865947363499
R-HSA-5674499	Negative feedback regulation of MAPK pathway	4	6	0.0006718155729593319	0.003906865947363499
R-HSA-450341	Activation of the AP-1 family of transcription factors	5	10	0.0007626540652000351	0.004390100050440811
R-HSA-9020591	Interleukin-12 signaling	5	10	0.0007626540652000351	0.004390100050440811
R-HSA-5607764	CLEC7A (Dectin-1) signaling	16	79	0.0008274083829004068	0.00473879346570233
R-HSA-2022377	Metabolism of Angiotensinogen to Angiotensins	6	15	0.0009397763011611092	0.00532853162758349
R-HSA-399954	Sema3A PAK dependent Axon repulsion	6	15	0.0009397763011611092	0.00532853162758349
R-HSA-5689896	Ovarian tumor domain proteases	10	38	0.0009629659160473652	0.0054328524815806575
R-HSA-5654732	Negative regulation of FGFR3 signaling	7	21	0.0012435808542925993	0.006946899944669004
R-HSA-8853338	Signaling by FGFR3 point mutants in cancer	7	21	0.0012435808542925993	0.006946899944669004
R-HSA-9614399	Regulation of localization of FOXO transcription factors	5	11	0.0013009409310298344	0.007025081027561106
R-HSA-4755510	SUMOylation of immune response proteins	5	11	0.0013009409310298344	0.007025081027561106
R-HSA-69541	Stabilization of p53	5	11	0.0013009409310298344	0.007025081027561106
R-HSA-437239	Recycling pathway of L1	11	46	0.0012906314521271196	0.007025081027561106
R-HSA-196025	Formation of annular gap junctions	5	11	0.0013009409310298344	0.007025081027561106
R-HSA-2485179	Activation of the phototransduction cascade	5	11	0.0013009409310298344	0.007025081027561106
R-HSA-193692	Regulated proteolysis of p75NTR	5	11	0.0013009409310298344	0.007025081027561106
R-HSA-1963640	GRB2 events in ERBB2 signaling	6	16	0.0013966162568665361	0.007400760912554449
R-HSA-1963642	PI3K events in ERBB2 signaling	6	16	0.0013966162568665361	0.007400760912554449
R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	6	16	0.0013966162568665361	0.007400760912554449
R-HSA-205043	NRIF signals cell death from the nucleus	6	16	0.0013966162568665361	0.007400760912554449
R-HSA-170984	ARMS-mediated activation	4	7	0.0014622646024822768	0.007641511793617059
R-HSA-9645135	STAT5 Activation	4	7	0.0014622646024822768	0.007641511793617059
R-HSA-9028335	Activated NTRK2 signals through PI3K	4	7	0.0014622646024822768	0.007641511793617059
R-HSA-445355	Smooth Muscle Contraction	10	40	0.0014783690365088227	0.0076902315935825916
R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	9	34	0.0016423637273452428	0.008504294368993175
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	17	92	0.001686090454502341	0.00864292774175077
R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation	7	22	0.0016920017272210501	0.00864292774175077
R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission	7	22	0.0016920017272210501	0.00864292774175077
R-HSA-162588	Budding and maturation of HIV virion	8	28	0.0017382163207816524	0.008839180752315668
R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	6	17	0.002005050225300527	0.010150566765583917
R-HSA-9013973	TICAM1-dependent activation of IRF3/IRF7	5	12	0.0020754049244820698	0.010277332682806407
R-HSA-190873	Gap junction degradation	5	12	0.0020754049244820698	0.010277332682806407
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	5	12	0.0020754049244820698	0.010277332682806407
R-HSA-179812	GRB2 events in EGFR signaling	5	12	0.0020754049244820698	0.010277332682806407
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	5	12	0.0020754049244820698	0.010277332682806407
R-HSA-193648	NRAGE signals death through JNK	12	56	0.0021811502903975456	0.010517461108246584
R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	7	23	0.002256594896972679	0.010517461108246584
R-HSA-5654733	Negative regulation of FGFR4 signaling	7	23	0.002256594896972679	0.010517461108246584
R-HSA-9652282	Drug-mediated inhibition of ERBB2 signaling	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants	3	4	0.002281565637238677	0.010517461108246584
R-HSA-390650	Histamine receptors	3	4	0.002281565637238677	0.010517461108246584
R-HSA-173107	Binding and entry of HIV virion	3	4	0.002281565637238677	0.010517461108246584
R-HSA-1251932	PLCG1 events in ERBB2 signaling	3	4	0.002281565637238677	0.010517461108246584
R-HSA-9652169	Signaling by MAP2K mutants	3	4	0.002281565637238677	0.010517461108246584
R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	4	8	0.002728665484130039	0.012426934373507888
R-HSA-450520	HuR (ELAVL1) binds and stabilizes mRNA	4	8	0.002728665484130039	0.012426934373507888
R-HSA-9660537	Signaling by MRAS-complex mutants	4	8	0.002728665484130039	0.012426934373507888
R-HSA-8940973	RUNX2 regulates osteoblast differentiation	7	24	0.0029560460056323352	0.013355203866083938
R-HSA-450302	activated TAK1 mediates p38 MAPK activation	7	24	0.0029560460056323352	0.013355203866083938
R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	5	13	0.003139011511580431	0.013959368839734152
R-HSA-428540	Activation of RAC1	5	13	0.003139011511580431	0.013959368839734152
R-HSA-203615	eNOS activation	5	13	0.003139011511580431	0.013959368839734152
R-HSA-209543	p75NTR recruits signalling complexes	5	13	0.003139011511580431	0.013959368839734152
R-HSA-8849932	Synaptic adhesion-like molecules	6	19	0.0037948282364693316	0.016744495020063123
R-HSA-6804760	Regulation of TP53 Activity through Methylation	6	19	0.0037948282364693316	0.016744495020063123
R-HSA-5654726	Negative regulation of FGFR1 signaling	7	25	0.0038100003518824455	0.01674628061641354
R-HSA-5655302	Signaling by FGFR1 in disease	8	32	0.0043433356104491515	0.019016766726831422
R-HSA-1250347	SHC1 events in ERBB4 signaling	5	14	0.004545596937711839	0.019467744219434376
R-HSA-3371568	Attenuation phase	5	14	0.004545596937711839	0.019467744219434376
R-HSA-1253288	Downregulation of ERBB4 signaling	4	9	0.00458367522626894	0.019467744219434376
R-HSA-9636383	Prevention of phagosomal-lysosomal fusion	4	9	0.00458367522626894	0.019467744219434376
R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	4	9	0.00458367522626894	0.019467744219434376
R-HSA-918233	TRAF3-dependent IRF activation pathway	5	14	0.004545596937711839	0.019467744219434376
R-HSA-9020933	Interleukin-23 signaling	4	9	0.00458367522626894	0.019467744219434376
R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	4	9	0.00458367522626894	0.019467744219434376
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	7	26	0.004838858116002993	0.020323204087212575
R-HSA-5654727	Negative regulation of FGFR2 signaling	7	26	0.004838858116002993	0.020323204087212575
R-HSA-5655253	Signaling by FGFR2 in disease	7	26	0.004838858116002993	0.020323204087212575
