# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-111933	Calmodulin induced events	4	7	4.184791955289485e-05	0.0007056571588576456
R-HSA-392170	ADP signalling through P2Y purinoceptor 12	6	22	6.822594512689847e-05	0.0010461311586124433
R-HSA-170670	Adenylate cyclase inhibitory pathway	5	14	6.751002566424449e-05	0.0010461311586124433
R-HSA-1250196	SHC1 events in ERBB2 signaling	6	22	6.822594512689847e-05	0.0010461311586124433
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	5	14	6.751002566424449e-05	0.0010461311586124433
R-HSA-9656223	Signaling by RAF1 mutants	8	43	8.217022570589502e-05	0.0012325533855884253
R-HSA-2022377	Metabolism of Angiotensinogen to Angiotensins	5	15	9.846656393515326e-05	0.0014455729598990585
R-HSA-391160	Signal regulatory protein family interactions	5	16	0.000139269153524182	0.0019308839911360784
R-HSA-180292	GAB1 signalosome	5	16	0.000139269153524182	0.0019308839911360784
R-HSA-2179392	EGFR Transactivation by Gastrin	4	9	0.00014271751238831884	0.0019308839911360784
R-HSA-2428933	SHC-related events triggered by IGF1R	4	9	0.00014271751238831884	0.0019308839911360784
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	8	47	0.00015836416063794953	0.0019512726935747354
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	8	47	0.00015836416063794953	0.0019512726935747354
R-HSA-9649948	Signaling downstream of RAS mutants	8	47	0.00015836416063794953	0.0019512726935747354
R-HSA-9664565	Signaling by ERBB2 KD Mutants	6	25	0.00014859364598698464	0.0019512726935747354
R-HSA-390650	Histamine receptors	3	4	0.0001505503497005592	0.0019512726935747354
R-HSA-4086398	Ca2+ pathway	9	62	0.00021991708985794384	0.002662154245648794
R-HSA-375281	Hormone ligand-binding receptors	4	10	0.00023152395153814952	0.0027543366648503996
R-HSA-2424491	DAP12 signaling	6	29	0.0003554627106246929	0.0038739132697268312
R-HSA-8856828	Clathrin-mediated endocytosis	13	127	0.00035931949168480754	0.0038739132697268312
R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	5	19	0.0003409197597292368	0.0038739132697268312
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	5	19	0.0003409197597292368	0.0038739132697268312
R-HSA-5655291	Signaling by FGFR4 in disease	4	11	0.0003541388490687418	0.0038739132697268312
R-HSA-388841	Costimulation by the CD28 family	4	11	0.0003541388490687418	0.0038739132697268312
R-HSA-6802952	Signaling by BRAF and RAF fusions	9	67	0.000399567684995595	0.004241564656107085
R-HSA-418217	G beta:gamma signalling through PLC beta	5	20	0.000442047396348691	0.0046214045981908605
R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	7	42	0.00046774780393886564	0.004817104249519661
R-HSA-419408	Lysosphingolipid and LPA receptors	4	12	0.0005170838921541654	0.004955387299810752
R-HSA-9607240	FLT3 Signaling	4	12	0.0005170838921541654	0.004955387299810752
R-HSA-210990	PECAM1 interactions	4	12	0.0005170838921541654	0.004955387299810752
R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	4	12	0.0005170838921541654	0.004955387299810752
R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	4	12	0.0005170838921541654	0.004955387299810752
R-HSA-500657	Presynaptic function of Kainate receptors	5	21	0.0005642297853110805	0.005333130847460898
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	5	22	0.0007101132677159716	0.006410638067080901
R-HSA-375165	NCAM signaling for neurite out-growth	5	22	0.0007101132677159716	0.006410638067080901
R-HSA-912631	Regulation of signaling by CBL	5	22	0.0007101132677159716	0.006410638067080901
R-HSA-388479	Vasopressin-like receptors	3	6	0.0007153900451669991	0.006410638067080901
R-HSA-180336	SHC1 events in EGFR signaling	4	13	0.0007270617486975118	0.006431700084631836
R-HSA-9027284	Erythropoietin activates RAS	4	14	0.0009908824378932369	0.008546361026829168
R-HSA-877312	Regulation of IFNG signaling	4	14	0.0009908824378932369	0.008546361026829168
R-HSA-4420097	VEGFA-VEGFR2 Pathway	8	62	0.0010958757169844727	0.00933523758912699
R-HSA-444209	Free fatty acid receptors	2	2	0.001145847991876328	0.009525724269815256
R-HSA-9036092	Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)	2	2	0.001145847991876328	0.009525724269815256
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	6	36	0.001193846392214843	0.009806595364621924
R-HSA-392517	Rap1 signalling	4	16	0.0017074400170586077	0.013541765652533786
R-HSA-1295596	Spry regulation of FGF signaling	4	16	0.0017074400170586077	0.013541765652533786
R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	4	16	0.0017074400170586077	0.013541765652533786
R-HSA-450520	HuR (ELAVL1) binds and stabilizes mRNA	3	8	0.0019039982346611174	0.014761334628271585
R-HSA-9034864	Activated NTRK3 signals through RAS	3	8	0.0019039982346611174	0.014761334628271585
R-HSA-5674135	MAP2K and MAPK activation	6	40	0.002099909194233237	0.015922388395834437
R-HSA-9664323	FCGR3A-mediated IL10 synthesis	6	40	0.002099909194233237	0.015922388395834437
R-HSA-164378	PKA activation in glucagon signalling	4	17	0.002173774138380409	0.016303306037853068
R-HSA-390696	Adrenoceptors	3	9	0.002784638595799091	0.020014589907305966
R-HSA-74751	Insulin receptor signalling cascade	3	9	0.002784638595799091	0.020014589907305966
R-HSA-9026519	Activated NTRK2 signals through RAS	3	9	0.002784638595799091	0.020014589907305966
R-HSA-112411	MAPK1 (ERK2) activation	3	9	0.002784638595799091	0.020014589907305966
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	8	73	0.003159184702830091	0.022472550978894463
R-HSA-392023	Adrenaline signalling through Alpha-2 adrenergic receptor	2	3	0.003360323253564186	0.023659418826115185
R-HSA-8853334	Signaling by FGFR3 fusions in cancer	3	10	0.003878830586113291	0.02649894162790268
R-HSA-167044	Signalling to RAS	3	10	0.003878830586113291	0.02649894162790268
R-HSA-110056	MAPK3 (ERK1) activation	3	10	0.003878830586113291	0.02649894162790268
R-HSA-2871796	FCERI mediated MAPK activation	5	32	0.004114925239709669	0.02756600403300652
R-HSA-163615	PKA activation	4	20	0.004084172111892299	0.02756600403300652
R-HSA-6783783	Interleukin-10 signaling	6	46	0.004323781905897656	0.028686629952590217
R-HSA-416482	G alpha (12/13) signalling events	8	77	0.004401521298884695	0.028924282821242278
R-HSA-8853338	Signaling by FGFR3 point mutants in cancer	4	21	0.004912393835753358	0.03167805370719455
R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	4	21	0.004912393835753358	0.03167805370719455
R-HSA-8851805	MET activates RAS signaling	3	11	0.005200589987587706	0.03232799181473439
R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	3	11	0.005200589987587706	0.03232799181473439
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	3	11	0.005200589987587706	0.03232799181473439
R-HSA-1059683	Interleukin-6 signaling	3	11	0.005200589987587706	0.03232799181473439
R-HSA-173107	Binding and entry of HIV virion	2	4	0.00657009615751157	0.04011828627153083
R-HSA-1251932	PLCG1 events in ERBB2 signaling	2	4	0.00657009615751157	0.04011828627153083
R-HSA-179812	GRB2 events in EGFR signaling	3	12	0.00676175868610765	0.040570552116645904
R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	3	12	0.00676175868610765	0.040570552116645904
R-HSA-2029485	Role of phospholipids in phagocytosis	4	23	0.006891240779962135	0.040687796875723596
R-HSA-5673000	RAF activation	5	36	0.006899235122405305	0.040687796875723596
R-HSA-9679191	Potential therapeutics for SARS	5	37	0.0077608402570143705	0.0453811845537281
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	6	52	0.00793499145708767	0.04600961433101254
R-HSA-9620244	Long-term potentiation	4	24	0.008052670314213684	0.04630285430672869
