# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	17	56	2.1383871170341527e-06	3.030701741179268e-05
R-HSA-5674135	MAP2K and MAPK activation	14	40	2.567007341492963e-06	3.550511359077014e-05
R-HSA-9664323	FCGR3A-mediated IL10 synthesis	14	40	2.567007341492963e-06	3.550511359077014e-05
R-HSA-9022699	MECP2 regulates neuronal receptors and channels	9	17	2.843267137928401e-06	3.885798421835482e-05
R-HSA-390450	Folding of actin by CCT/TriC	7	10	2.9517220511516978e-06	3.940205714793197e-05
R-HSA-399997	Acetylcholine regulates insulin secretion	7	10	2.9517220511516978e-06	3.940205714793197e-05
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	11	26	3.610227489069161e-06	4.7638404108636745e-05
R-HSA-5673000	RAF activation	13	36	3.927572154623767e-06	5.1236964017137325e-05
R-HSA-5626467	RHO GTPases activate IQGAPs	12	31	3.983390452578956e-06	5.138126111865889e-05
R-HSA-390648	Muscarinic acetylcholine receptors	5	5	4.3505879277623545e-06	5.428777109859982e-05
R-HSA-390651	Dopamine receptors	5	5	4.3505879277623545e-06	5.428777109859982e-05
R-HSA-380095	Tachykinin receptors bind tachykinins	5	5	4.3505879277623545e-06	5.428777109859982e-05
R-HSA-170670	Adenylate cyclase inhibitory pathway	8	14	4.912336085547951e-06	6.063829920654889e-05
R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	9	18	5.259359109902479e-06	6.423132189540474e-05
R-HSA-350054	Notch-HLH transcription pathway	11	27	5.628082775354249e-06	6.80109371169124e-05
R-HSA-6802952	Signaling by BRAF and RAF fusions	18	67	7.4772546072803405e-06	8.822584486803671e-05
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	7	11	7.521482160496161e-06	8.822584486803671e-05
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	10	23	7.531474561905574e-06	8.822584486803671e-05
R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	6	8	8.847848843440408e-06	0.0001025992976996928
R-HSA-3928664	Ephrin signaling	9	19	9.242736548965896e-06	0.00010610661558212847
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	10	24	1.1934736487644152e-05	0.00013432428909623026
R-HSA-5627123	RHO GTPases activate PAKs	10	24	1.1934736487644152e-05	0.00013432428909623026
R-HSA-2424491	DAP12 signaling	11	29	1.2747462332540636e-05	0.00014071237267073702
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	23	103	1.2733697107936804e-05	0.00014071237267073702
R-HSA-400206	Regulation of lipid metabolism by PPARalpha	9	20	1.5544667044910697e-05	0.0001699550263576903
R-HSA-5673001	RAF/MAP kinase cascade	26	126	1.597565641148198e-05	0.00017301937321114445
R-HSA-419408	Lysosphingolipid and LPA receptors	7	12	1.6728312326296065e-05	0.0001761844270696136
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	7	12	1.6728312326296065e-05	0.0001761844270696136
R-HSA-389359	CD28 dependent Vav1 pathway	7	12	1.6728312326296065e-05	0.0001761844270696136
R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	8	16	1.8041596653758968e-05	0.00018828866325922995
R-HSA-9664565	Signaling by ERBB2 KD Mutants	10	25	1.838808487638599e-05	0.0001901758688116317
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	21	92	2.1140337623912556e-05	0.0002166884606451037
R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	12	36	2.3731233211368864e-05	0.00024109252855443767
R-HSA-389513	CTLA4 inhibitory signaling	9	21	2.5164761443374534e-05	0.0002512099664086432
R-HSA-5218921	VEGFR2 mediated cell proliferation	9	21	2.5164761443374534e-05	0.0002512099664086432
R-HSA-174437	Removal of the Flap Intermediate from the C-strand	8	17	3.155122288984487e-05	0.00030957952032087106
R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	8	17	3.155122288984487e-05	0.00030957952032087106
R-HSA-209560	NF-kB is activated and signals survival	7	13	3.3591121035743586e-05	0.0003268017538053698
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	11	32	3.750266621118594e-05	0.00036179042697849967
R-HSA-9613829	Chaperone Mediated Autophagy	9	22	3.939813970540258e-05	0.00037073003591641117
R-HSA-1250196	SHC1 events in ERBB2 signaling	9	22	3.939813970540258e-05	0.00037073003591641117
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	9	22	3.939813970540258e-05	0.00037073003591641117
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	10	27	4.056316513682531e-05	0.00037858954127703624
R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	11	33	5.198381578630265e-05	0.0004812695203441568
R-HSA-74749	Signal attenuation	6	10	5.715254765214988e-05	0.0005248889976373445
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	9	23	5.9883853010842316e-05	0.0005413123091058818
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	9	23	5.9883853010842316e-05	0.0005413123091058818
R-HSA-3371568	Attenuation phase	7	14	6.226990598460562e-05	0.0005498911697717481
R-HSA-9027284	Erythropoietin activates RAS	7	14	6.226990598460562e-05	0.0005498911697717481
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	7	14	6.226990598460562e-05	0.0005498911697717481
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	17	71	6.710451422229487e-05	0.0005880609337953779
R-HSA-383280	Nuclear Receptor transcription pathway	14	52	7.472298128029057e-05	0.000649863503861921
R-HSA-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	5	7	7.897880082635441e-05	0.0006666739952106975
R-HSA-437239	Recycling pathway of L1	13	46	7.781555595191668e-05	0.0006666739952106975
R-HSA-5603029	IkBA variant leads to EDA-ID	5	7	7.897880082635441e-05	0.0006666739952106975
R-HSA-111933	Calmodulin induced events	5	7	7.897880082635441e-05	0.0006666739952106975
R-HSA-8849932	Synaptic adhesion-like molecules	8	19	8.41061519975387e-05	0.0007047727189282804
R-HSA-8940973	RUNX2 regulates osteoblast differentiation	9	24	8.865332292535819e-05	0.0007374928602776173
R-HSA-375276	Peptide ligand-binding receptors	20	94	9.539897113443037e-05	0.0007848545313806773
R-HSA-114604	GPVI-mediated activation cascade	11	35	9.571396724154601e-05	0.0007848545313806773
R-HSA-69231	Cyclin D associated events in G1	13	47	9.933281821193903e-05	0.0008087523071440141
R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	7	15	0.00010822990944548715	0.0008568823175408225
R-HSA-399954	Sema3A PAK dependent Axon repulsion	7	15	0.00010822990944548715	0.0008568823175408225
R-HSA-937039	IRAK1 recruits IKK complex	7	15	0.00010822990944548715	0.0008568823175408225
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	7	15	0.00010822990944548715	0.0008568823175408225
R-HSA-9614399	Regulation of localization of FOXO transcription factors	6	11	0.00011670982624198589	0.0008941106712699131
R-HSA-5610787	Hedgehog 'off' state	14	54	0.00011682630722167854	0.0008941106712699131
R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	10	30	0.00011420688917388868	0.0008941106712699131
R-HSA-8939211	ESR-mediated signaling	6	11	0.00011670982624198589	0.0008941106712699131
R-HSA-8934903	Receptor Mediated Mitophagy	6	11	0.00011670982624198589	0.0008941106712699131
R-HSA-6804757	Regulation of TP53 Degradation	11	36	0.00012738637021700587	0.0009684738609875678
R-HSA-3232118	SUMOylation of transcription factors	8	20	0.00012981380863071423	0.0009740277928631369
R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	8	20	0.00012981380863071423	0.0009740277928631369
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	17	75	0.00013920163880198647	0.0010376849437966264
R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	14	55	0.0001446822863223452	0.00107158235289066
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	10	31	0.00015590817261488778	0.0011473242446275076
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	16	69	0.00016373831654274614	0.0011972712572679782
R-HSA-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	11	37	0.0001675562344373436	0.0012174339059118384
R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	7	16	0.00017837637495015193	0.0012878998644199648
R-HSA-445144	Signal transduction by L1	8	21	0.00019421322228928465	0.0013879725399772599
R-HSA-450520	HuR (ELAVL1) binds and stabilizes mRNA	5	8	0.00019586372079818476	0.0013879725399772599
R-HSA-9660537	Signaling by MRAS-complex mutants	5	8	0.00019586372079818476	0.0013879725399772599
R-HSA-5696394	DNA Damage Recognition in GG-NER	11	38	0.00021797872077910884	0.0014895212586572438
R-HSA-9018519	Estrogen-dependent gene expression	25	138	0.0002140023773818201	0.0014895212586572438
R-HSA-5689896	Ovarian tumor domain proteases	11	38	0.00021797872077910884	0.0014895212586572438
R-HSA-9607240	FLT3 Signaling	6	12	0.00021669134016152317	0.0014895212586572438
R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	6	12	0.00021669134016152317	0.0014895212586572438
R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	6	12	0.00021669134016152317	0.0014895212586572438
R-HSA-156842	Eukaryotic Translation Elongation	4	5	0.0002401172973461277	0.0016310926470612698
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	13	51	0.0002446430857495835	0.0016520603672971874
R-HSA-5607764	CLEC7A (Dectin-1) signaling	17	79	0.00027160988349208485	0.0018234394517480316
R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	15	65	0.00027537821678466043	0.0018379894934231987
R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	11	39	0.00028065908210180793	0.0018549699461593715
R-HSA-164378	PKA activation in glucagon signalling	7	17	0.00028115398138652497	0.0018549699461593715
R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	10	34	0.00036468761845505094	0.002392350777065134
R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	8	23	0.0004015030534988417	0.0025998287059648415
R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	5	9	0.00040990330642825466	0.0025998287059648415
R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	5	9	0.00040990330642825466	0.0025998287059648415
R-HSA-2179392	EGFR Transactivation by Gastrin	5	9	0.00040990330642825466	0.0025998287059648415
R-HSA-389356	CD28 co-stimulation	5	9	0.00040990330642825466	0.0025998287059648415
R-HSA-2428933	SHC-related events triggered by IGF1R	5	9	0.00040990330642825466	0.0025998287059648415
R-HSA-2559580	Oxidative Stress Induced Senescence	21	112	0.00041489379365991573	0.00261702239077793
R-HSA-1368082	RORA activates gene expression	7	18	0.0004266071516070133	0.0026472703245667634
R-HSA-1227986	Signaling by ERBB2	7	18	0.0004266071516070133	0.0026472703245667634
R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	7	18	0.0004266071516070133	0.0026472703245667634
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR)	13	54	0.0004486077389841856	0.002768826259966909
R-HSA-5696400	Dual Incision in GG-NER	11	41	0.0004521641498097114	0.00277585264161256
R-HSA-5218920	VEGFR2 mediated vascular permeability	9	29	0.00046101108248681436	0.0028151102271003346
R-HSA-937041	IKK complex recruitment mediated by RIP1	8	24	0.0005579279187944222	0.0033186593304455787
R-HSA-8863795	Downregulation of ERBB2 signaling	8	24	0.0005579279187944222	0.0033186593304455787
R-HSA-933542	TRAF6 mediated NF-kB activation	8	24	0.0005579279187944222	0.0033186593304455787
R-HSA-982772	Growth hormone receptor signaling	8	24	0.0005579279187944222	0.0033186593304455787
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	8	24	0.0005579279187944222	0.0033186593304455787
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	20	107	0.0005886008050206522	0.0033974193485493106
R-HSA-5357956	TNFR1-induced NFkappaB signaling pathway	9	30	0.0006096414510463049	0.0033974193485493106
R-HSA-8853659	RET signaling	10	36	0.0006049273515241637	0.0033974193485493106
R-HSA-5602636	IKBKB deficiency causes SCID	3	3	0.0006090193566642654	0.0033974193485493106
R-HSA-5603027	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)	3	3	0.0006090193566642654	0.0033974193485493106
R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	6	14	0.0006071577444675168	0.0033974193485493106
R-HSA-418885	DCC mediated attractive signaling	6	14	0.0006071577444675168	0.0033974193485493106
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	6	14	0.0006071577444675168	0.0033974193485493106
R-HSA-877312	Regulation of IFNG signaling	6	14	0.0006071577444675168	0.0033974193485493106
R-HSA-1296053	Classical Kir channels	3	3	0.0006090193566642654	0.0033974193485493106
R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	3	3	0.0006090193566642654	0.0033974193485493106
R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	3	3	0.0006090193566642654	0.0033974193485493106
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	3	3	0.0006090193566642654	0.0033974193485493106
R-HSA-3371571	HSF1-dependent transactivation	7	19	0.0006263994013708221	0.0034572428498735757
R-HSA-110320	Translesion Synthesis by POLH	7	19	0.0006263994013708221	0.0034572428498735757
R-HSA-9682706	Replication of the SARS-CoV-1 genome	4	6	0.0006718155729593319	0.003690164008408196
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	19	101	0.0007369454400327421	0.00402863507217899
R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	10	37	0.0007669166541262964	0.0041334287274037
R-HSA-168638	NOD1/2 Signaling Pathway	10	37	0.0007669166541262964	0.0041334287274037
R-HSA-8875656	MET receptor recycling	5	10	0.0007626540652000351	0.0041334287274037
R-HSA-5693607	Processing of DNA double-strand break ends	17	87	0.0008836244918721594	0.0047181437984615765
R-HSA-9020702	Interleukin-1 signaling	17	87	0.0008836244918721594	0.0047181437984615765
R-HSA-2028269	Signaling by Hippo	7	20	0.0008937916436271063	0.004728446114672433
R-HSA-163615	PKA activation	7	20	0.0008937916436271063	0.004728446114672433
R-HSA-8856828	Clathrin-mediated endocytosis	22	127	0.0009413895279748905	0.0047819255668813026
R-HSA-5693571	Nonhomologous End-Joining (NHEJ)	13	58	0.0009305009695086249	0.0047819255668813026
R-HSA-844456	The NLRP3 inflammasome	6	15	0.0009397763011611092	0.0047819255668813026
R-HSA-5099900	WNT5A-dependent internalization of FZD4	6	15	0.0009397763011611092	0.0047819255668813026
R-HSA-5339716	Misspliced GSK3beta mutants stabilize beta-catenin	6	15	0.0009397763011611092	0.0047819255668813026
R-HSA-5358747	S33 mutants of beta-catenin aren't phosphorylated	6	15	0.0009397763011611092	0.0047819255668813026
R-HSA-5358749	S37 mutants of beta-catenin aren't phosphorylated	6	15	0.0009397763011611092	0.0047819255668813026
R-HSA-5358751	S45 mutants of beta-catenin aren't phosphorylated	6	15	0.0009397763011611092	0.0047819255668813026
R-HSA-5358752	T41 mutants of beta-catenin aren't phosphorylated	6	15	0.0009397763011611092	0.0047819255668813026
R-HSA-2682334	EPH-Ephrin signaling	8	26	0.0010173864211480107	0.005145196526334432
R-HSA-6807004	Negative regulation of MET activity	7	21	0.0012435808542925993	0.006234195723702637
R-HSA-5654732	Negative regulation of FGFR3 signaling	7	21	0.0012435808542925993	0.006234195723702637
R-HSA-8851805	MET activates RAS signaling	5	11	0.0013009409310298344	0.006238209736305261
R-HSA-2514853	Condensation of Prometaphase Chromosomes	5	11	0.0013009409310298344	0.006238209736305261
R-HSA-2559585	Oncogene Induced Senescence	9	33	0.0013041553455690443	0.006238209736305261
R-HSA-4755510	SUMOylation of immune response proteins	5	11	0.0013009409310298344	0.006238209736305261
R-HSA-69541	Stabilization of p53	5	11	0.0013009409310298344	0.006238209736305261
R-HSA-5357905	Regulation of TNFR1 signaling	9	33	0.0013041553455690443	0.006238209736305261
R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	5	11	0.0013009409310298344	0.006238209736305261
R-HSA-5655291	Signaling by FGFR4 in disease	5	11	0.0013009409310298344	0.006238209736305261
R-HSA-8875555	MET activates RAP1 and RAC1	5	11	0.0013009409310298344	0.006238209736305261
R-HSA-9664873	Pexophagy	5	11	0.0013009409310298344	0.006238209736305261
R-HSA-1059683	Interleukin-6 signaling	5	11	0.0013009409310298344	0.006238209736305261
R-HSA-1989781	PPARA activates gene expression	20	114	0.0013437091796179197	0.006400739162661294
R-HSA-391160	Signal regulatory protein family interactions	6	16	0.0013966162568665361	0.006544144746460341
R-HSA-110312	Translesion synthesis by REV1	6	16	0.0013966162568665361	0.006544144746460341
R-HSA-180292	GAB1 signalosome	6	16	0.0013966162568665361	0.006544144746460341
R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	6	16	0.0013966162568665361	0.006544144746460341
R-HSA-8941855	RUNX3 regulates CDKN1A transcription	4	7	0.0014622646024822768	0.006741685797789774
R-HSA-447038	NrCAM interactions	4	7	0.0014622646024822768	0.006741685797789774
R-HSA-9022537	Loss of MECP2 binding ability to the NCoR/SMRT complex	4	7	0.0014622646024822768	0.006741685797789774
R-HSA-112412	SOS-mediated signalling	4	7	0.0014622646024822768	0.006741685797789774
R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	16	84	0.0016428785747841148	0.007514042246422963
R-HSA-8953750	Transcriptional Regulation by E2F6	9	34	0.0016423637273452428	0.007514042246422963
R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	19	108	0.0016962579853734754	0.00772739748892361
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	8	28	0.0017382163207816524	0.007887242435799751
R-HSA-5675221	Negative regulation of MAPK pathway	10	41	0.0018094028709212079	0.008177931085895854
R-HSA-196299	Beta-catenin phosphorylation cascade	6	17	0.002005050225300527	0.008853067917865403
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	6	17	0.002005050225300527	0.008853067917865403
R-HSA-5655862	Translesion synthesis by POLK	6	17	0.002005050225300527	0.008853067917865403
R-HSA-5656121	Translesion synthesis by POLI	6	17	0.002005050225300527	0.008853067917865403
R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	6	17	0.002005050225300527	0.008853067917865403
R-HSA-198753	ERK/MAPK targets	6	17	0.002005050225300527	0.008853067917865403
R-HSA-4551638	SUMOylation of chromatin organization proteins	13	63	0.00207959650370772	0.008941486090848175
R-HSA-111932	CaMK IV-mediated phosphorylation of CREB	5	12	0.0020754049244820698	0.008941486090848175
