# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-5696394	DNA Damage Recognition in GG-NER	15	38	1.805555956981364e-07	1.80084581100663e-06
R-HSA-9656223	Signaling by RAF1 mutants	16	43	1.8538417711151522e-07	1.8330659581629997e-06
R-HSA-5218920	VEGFR2 mediated vascular permeability	13	29	2.022133831310829e-07	1.982382482490189e-06
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	12	25	2.3697290767677786e-07	2.3034569924174935e-06
R-HSA-6807004	Negative regulation of MET activity	11	21	2.4512984809590896e-07	2.3627221492941814e-06
R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	14	34	2.49608856056721e-07	2.385844649142158e-06
R-HSA-3371568	Attenuation phase	9	14	2.960814434569893e-07	2.806656327646006e-06
R-HSA-182971	EGFR downregulation	13	30	3.2931136231644944e-07	3.0708953868046136e-06
R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	13	30	3.2931136231644944e-07	3.0708953868046136e-06
R-HSA-4755510	SUMOylation of immune response proteins	8	11	3.4043056007882854e-07	3.0745972630741443e-06
R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	8	11	3.4043056007882854e-07	3.0745972630741443e-06
R-HSA-9645460	Alpha-protein kinase 1 signaling pathway	8	11	3.4043056007882854e-07	3.0745972630741443e-06
R-HSA-8939211	ESR-mediated signaling	8	11	3.4043056007882854e-07	3.0745972630741443e-06
R-HSA-5658442	Regulation of RAS by GAPs	20	67	3.6942557333531755e-07	3.310399473559447e-06
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	21	73	3.7825165381806146e-07	3.3632143172815233e-06
R-HSA-4641258	Degradation of DVL	18	56	4.1471349273995327e-07	3.659049047482511e-06
R-HSA-4420097	VEGFA-VEGFR2 Pathway	19	62	4.5902371605611765e-07	4.019085513865396e-06
R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	17	51	4.837286160948528e-07	4.109901649339231e-06
R-HSA-180534	Vpu mediated degradation of CD4	17	51	4.837286160948528e-07	4.109901649339231e-06
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	17	51	4.837286160948528e-07	4.109901649339231e-06
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	17	51	4.837286160948528e-07	4.109901649339231e-06
R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	14	36	5.794218986324463e-07	4.8510723922001164e-06
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	14	36	5.794218986324463e-07	4.8510723922001164e-06
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	20	69	6.258617183839293e-07	5.201908630335992e-06
R-HSA-350054	Notch-HLH transcription pathway	12	27	6.75165254376996e-07	5.571327674607298e-06
R-HSA-1236974	ER-Phagosome pathway	22	82	7.573142252280722e-07	6.094607858593041e-06
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	16	47	7.598334121872754e-07	6.094607858593041e-06
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	16	47	7.598334121872754e-07	6.094607858593041e-06
R-HSA-9649948	Signaling downstream of RAS mutants	16	47	7.598334121872754e-07	6.094607858593041e-06
R-HSA-3928662	EPHB-mediated forward signaling	15	42	8.33377351267594e-07	6.638082096555071e-06
R-HSA-180585	Vif-mediated degradation of APOBEC3G	17	53	8.994025340045584e-07	7.114584182780886e-06
R-HSA-1253288	Downregulation of ERBB4 signaling	7	9	9.557471193261392e-07	7.212118064915011e-06
R-HSA-629594	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	7	9	9.557471193261392e-07	7.212118064915011e-06
R-HSA-5689877	Josephin domain DUBs	8	12	9.45174899146091e-07	7.212118064915011e-06
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	8	12	9.45174899146091e-07	7.212118064915011e-06
R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	8	12	9.45174899146091e-07	7.212118064915011e-06
R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	8	12	9.45174899146091e-07	7.212118064915011e-06
R-HSA-8948747	Regulation of PTEN localization	7	9	9.557471193261392e-07	7.212118064915011e-06
R-HSA-8863795	Downregulation of ERBB2 signaling	11	24	1.3669078658450308e-06	1.0115118207253228e-05
R-HSA-5627123	RHO GTPases activate PAKs	11	24	1.3669078658450308e-06	1.0115118207253228e-05
R-HSA-933542	TRAF6 mediated NF-kB activation	11	24	1.3669078658450308e-06	1.0115118207253228e-05
R-HSA-8951664	Neddylation	42	230	1.3924724034637683e-06	1.0238242607518862e-05
R-HSA-1433559	Regulation of KIT signaling	9	16	1.4467788382073051e-06	1.0371595796398619e-05
R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	16	49	1.4392526716493148e-06	1.0371595796398619e-05
R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	9	16	1.4467788382073051e-06	1.0371595796398619e-05
R-HSA-205043	NRIF signals cell death from the nucleus	9	16	1.4467788382073051e-06	1.0371595796398619e-05
R-HSA-3232118	SUMOylation of transcription factors	10	20	1.5403770537796745e-06	1.0906249880773376e-05
R-HSA-2028269	Signaling by Hippo	10	20	1.5403770537796745e-06	1.0906249880773376e-05
R-HSA-2559580	Oxidative Stress Induced Senescence	26	112	1.6170483859361044e-06	1.137886195502277e-05
R-HSA-2424491	DAP12 signaling	12	29	1.7181485915070262e-06	1.2016563624747312e-05
R-HSA-5689603	UCH proteinases	24	99	1.7813273823652156e-06	1.238292428832062e-05
R-HSA-8856828	Clathrin-mediated endocytosis	28	127	1.9495078724903778e-06	1.3406457027683605e-05
R-HSA-69481	G2/M Checkpoints	16	50	1.951942740735102e-06	1.3406457027683605e-05
R-HSA-5693607	Processing of DNA double-strand break ends	22	87	2.249779993852026e-06	1.5302703244479004e-05
R-HSA-9664565	Signaling by ERBB2 KD Mutants	11	25	2.254713904373977e-06	1.5302703244479004e-05
R-HSA-5674135	MAP2K and MAPK activation	14	40	2.567007341492963e-06	1.7319749533484874e-05
R-HSA-5218921	VEGFR2 mediated cell proliferation	10	21	2.717874513505756e-06	1.80196651271162e-05
R-HSA-5621575	CD209 (DC-SIGN) signaling	10	21	2.717874513505756e-06	1.80196651271162e-05
R-HSA-445144	Signal transduction by L1	10	21	2.717874513505756e-06	1.80196651271162e-05
R-HSA-9009391	Extra-nuclear estrogen signaling	17	57	2.8097444986181903e-06	1.8521706551236e-05
R-HSA-174437	Removal of the Flap Intermediate from the C-strand	9	17	2.843267137928401e-06	1.863558518402215e-05
R-HSA-5696400	Dual Incision in GG-NER	14	41	3.596877652838752e-06	2.344101515798891e-05
R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	18	64	3.6693752645392818e-06	2.3778380951562466e-05
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	24	103	3.775847073647131e-06	2.4330879738613815e-05
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	12	31	3.983390452578956e-06	2.5524853905631633e-05
R-HSA-175474	Assembly Of The HIV Virion	5	5	4.3505879277623545e-06	2.7722913073019e-05
R-HSA-1250196	SHC1 events in ERBB2 signaling	10	22	4.6054372887838855e-06	2.9024376759533607e-05
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	10	22	4.6054372887838855e-06	2.9024376759533607e-05
R-HSA-5358346	Hedgehog ligand biogenesis	17	59	4.747613281417043e-06	2.9756898545275126e-05
R-HSA-198323	AKT phosphorylates targets in the cytosol	8	14	4.912336085547951e-06	3.0130745936489302e-05
R-HSA-9027284	Erythropoietin activates RAS	8	14	4.912336085547951e-06	3.0130745936489302e-05
R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA	8	14	4.912336085547951e-06	3.0130745936489302e-05
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	8	14	4.912336085547951e-06	3.0130745936489302e-05
R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	19	72	5.5880757118893986e-06	3.391281926739228e-05
R-HSA-5632684	Hedgehog 'on' state	19	72	5.5880757118893986e-06	3.391281926739228e-05
R-HSA-2467813	Separation of Sister Chromatids	35	187	5.965649899716068e-06	3.601368649986489e-05
R-HSA-5678895	Defective CFTR causes cystic fibrosis	17	60	6.108778831188474e-06	3.668465612237267e-05
R-HSA-9614399	Regulation of localization of FOXO transcription factors	7	11	7.521482160496161e-06	4.4469794010768536e-05
R-HSA-196025	Formation of annular gap junctions	7	11	7.521482160496161e-06	4.4469794010768536e-05
R-HSA-9664873	Pexophagy	7	11	7.521482160496161e-06	4.4469794010768536e-05
R-HSA-5362768	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	16	55	7.87074629825142e-06	4.6296133354330154e-05
R-HSA-5357905	Regulation of TNFR1 signaling	12	33	8.540367060112851e-06	4.9978576622191017e-05
R-HSA-110320	Translesion Synthesis by POLH	9	19	9.242736548965896e-06	5.381430873941057e-05
R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	8	15	9.744187745942298e-06	5.644739062927179e-05
R-HSA-9018519	Estrogen-dependent gene expression	28	138	1.064462761999444e-05	6.135370794036996e-05
R-HSA-8940973	RUNX2 regulates osteoblast differentiation	10	24	1.1934736487644152e-05	6.844571375663921e-05
R-HSA-8953750	Transcriptional Regulation by E2F6	12	34	1.2188928871454795e-05	6.955572843561518e-05
R-HSA-4608870	Asymmetric localization of PCP proteins	17	63	1.2532728561144882e-05	7.116356267145138e-05
R-HSA-9013973	TICAM1-dependent activation of IRF3/IRF7	7	12	1.6728312326296065e-05	9.269262917034584e-05
R-HSA-5693571	Nonhomologous End-Joining (NHEJ)	16	58	1.660244239670438e-05	9.269262917034584e-05
R-HSA-190873	Gap junction degradation	7	12	1.6728312326296065e-05	9.269262917034584e-05
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	7	12	1.6728312326296065e-05	9.269262917034584e-05
R-HSA-9607240	FLT3 Signaling	7	12	1.6728312326296065e-05	9.269262917034584e-05
R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	8	16	1.8041596653758968e-05	9.854148267553113e-05
R-HSA-110312	Translesion synthesis by REV1	8	16	1.8041596653758968e-05	9.854148267553113e-05
R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	8	16	1.8041596653758968e-05	9.854148267553113e-05
R-HSA-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	10	25	1.838808487638599e-05	9.948647808120156e-05
R-HSA-5654726	Negative regulation of FGFR1 signaling	10	25	1.838808487638599e-05	9.948647808120156e-05
R-HSA-382556	ABC-family proteins mediated transport	19	78	1.955433670274939e-05	0.00010529964412231714
R-HSA-6782135	Dual incision in TC-NER	17	65	1.965571331939333e-05	0.00010535094942684182
R-HSA-5675221	Negative regulation of MAPK pathway	13	41	2.0077292286473268e-05	0.00010711001977946436
R-HSA-9636383	Prevention of phagosomal-lysosomal fusion	6	9	2.4632052291790195e-05	0.0001272656035075827
R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	6	9	2.4632052291790195e-05	0.0001272656035075827
R-HSA-9682706	Replication of the SARS-CoV-1 genome	5	6	2.426815953870958e-05	0.0001272656035075827
R-HSA-2179392	EGFR Transactivation by Gastrin	6	9	2.4632052291790195e-05	0.0001272656035075827
R-HSA-2428933	SHC-related events triggered by IGF1R	6	9	2.4632052291790195e-05	0.0001272656035075827
R-HSA-9634635	Estrogen-stimulated signaling through PRKCZ	5	6	2.426815953870958e-05	0.0001272656035075827
R-HSA-69052	Switching of origins to a post-replicative state	5	6	2.426815953870958e-05	0.0001272656035075827
R-HSA-389513	CTLA4 inhibitory signaling	9	21	2.5164761443374534e-05	0.00012885705971227944
R-HSA-5654732	Negative regulation of FGFR3 signaling	9	21	2.5164761443374534e-05	0.00012885705971227944
R-HSA-5663220	RHO GTPases Activate Formins	27	137	2.6433918164067938e-05	0.00013475424059638188
R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	13	42	2.6845659123358362e-05	0.00013624765935615947
R-HSA-5654727	Negative regulation of FGFR2 signaling	10	26	2.7624245744465435e-05	0.0001395815412726954
R-HSA-4641257	Degradation of AXIN	15	54	2.778153642321668e-05	0.00013976062402381375
R-HSA-6802952	Signaling by BRAF and RAF fusions	17	67	3.0176927061863247e-05	0.0001498395469262214
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	17	67	3.0176927061863247e-05	0.0001498395469262214
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	17	67	3.0176927061863247e-05	0.0001498395469262214
R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	8	17	3.155122288984487e-05	0.00015399681980703006
R-HSA-5655862	Translesion synthesis by POLK	8	17	3.155122288984487e-05	0.00015399681980703006
R-HSA-5656121	Translesion synthesis by POLI	8	17	3.155122288984487e-05	0.00015399681980703006
R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	8	17	3.155122288984487e-05	0.00015399681980703006
R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	7	13	3.3591121035743586e-05	0.00016325854164405887
R-HSA-9683683	Maturation of protein E	4	4	5.150392981180198e-05	0.0002492616349963581
R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	8	18	5.25847139142153e-05	0.0002523626228435353
R-HSA-210993	Tie2 Signaling	8	18	5.25847139142153e-05	0.0002523626228435353
R-HSA-69202	Cyclin E associated events during G1/S transition 	10	28	5.834051825012467e-05	0.00027808186941486335
R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	12	39	5.8428710138606865e-05	0.00027808186941486335
R-HSA-1257604	PIP3 activates AKT signaling	20	91	5.88711354327999e-05	0.0002790297204190971
R-HSA-6804758	Regulation of TP53 Activity through Acetylation	9	23	5.9883853010842316e-05	0.00027921455042047207
R-HSA-354192	Integrin signaling	9	23	5.9883853010842316e-05	0.00027921455042047207
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	9	23	5.9883853010842316e-05	0.00027921455042047207
R-HSA-5654733	Negative regulation of FGFR4 signaling	9	23	5.9883853010842316e-05	0.00027921455042047207
R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	7	14	6.226990598460562e-05	0.000287998315178801
R-HSA-877312	Regulation of IFNG signaling	7	14	6.226990598460562e-05	0.000287998315178801
R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	16	64	6.252275035129924e-05	0.0002880064042286756
R-HSA-68827	CDT1 association with the CDC6:ORC:origin complex	15	58	6.925323214681147e-05	0.000317733829089571
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	22	107	7.48228579869065e-05	0.0003419195940676564
R-HSA-9609690	HCMV Early Events	24	122	7.543520793786193e-05	0.00034334993454256997
