# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:1903827	regulation of cellular protein localization	6	10	5.52151033215319e-05	0.0030184256482437438
GO:0007165	signal transduction	16	64	5.814138797473575e-05	0.0031206068600258168
GO:0007099	centriole replication	7	14	5.98830343297723e-05	0.003156691381097997
GO:0031398	positive regulation of protein ubiquitination	14	52	6.996923582774972e-05	0.0036236698976055645
GO:0017148	negative regulation of translation	13	46	7.311873273349024e-05	0.0037214913625735037
GO:0048384	retinoic acid receptor signaling pathway	5	7	7.669166459065023e-05	0.003773229897859991
GO:1903608	protein localization to cytoplasmic stress granule	5	7	7.669166459065023e-05	0.003773229897859991
GO:0032922	circadian regulation of gene expression	15	59	8.000870984888486e-05	0.003871896909408329
GO:0033138	positive regulation of peptidyl-serine phosphorylation	16	66	8.674868907939439e-05	0.004130356938102779
GO:1903078	positive regulation of protein localization to plasma membrane	12	41	9.500099154320803e-05	0.004451475032310319
GO:0048255	mRNA stabilization	7	15	0.00010413042126774171	0.0048030156809745865
GO:0007094	mitotic spindle assembly checkpoint	6	11	0.00011280575441160109	0.00504549374277343
GO:0042026	protein refolding	6	11	0.00011280575441160109	0.00504549374277343
GO:0031397	negative regulation of protein ubiquitination	12	42	0.00012293117778976553	0.0054163109975431025
GO:0010718	positive regulation of epithelial to mesenchymal transition	11	37	0.00015877939928933893	0.006892893922090125
GO:0048870	cell motility	7	16	0.00017170059239814437	0.007304503483772234
GO:0031333	negative regulation of protein complex assembly	9	26	0.00017320977095665866	0.007304503483772234
GO:1904668	positive regulation of ubiquitin protein ligase activity	5	8	0.00019027787383493145	0.007911271599446728
GO:0070932	histone H3 deacetylation	6	12	0.00020953963748541007	0.008591125136901813
GO:0071681	cellular response to indole-3-methanol	4	5	0.00023447009128451472	0.00910731196673536
GO:0051220	cytoplasmic sequestering of protein	4	5	0.00023447009128451472	0.00910731196673536
GO:0070934	CRD-mediated mRNA stabilization	4	5	0.00023447009128451472	0.00910731196673536
GO:0018393	internal peptidyl-lysine acetylation	4	5	0.00023447009128451472	0.00910731196673536
GO:0048146	positive regulation of fibroblast proliferation	9	27	0.00024056510819363204	0.009222703888150673
GO:0016575	histone deacetylation	7	17	0.00027075856368330377	0.010247170256321957
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	9	28	0.0003282754777438389	0.012266698864554587
GO:0006302	double-strand break repair	11	40	0.0003396168342937913	0.012531861185440897
GO:0031648	protein destabilization	10	34	0.00034730367184811195	0.01265728937402008
GO:0000380	alternative mRNA splicing, via spliceosome	6	13	0.00036146938305603915	0.012856115888932863
GO:0006412	translation	6	13	0.00036146938305603915	0.012856115888932863
GO:0010870	positive regulation of receptor biosynthetic process	5	9	0.00039839276946661544	0.014000660184112486
GO:0032727	positive regulation of interferon-alpha production	7	18	0.00041102568348556706	0.01427468020763993
GO:0030335	positive regulation of cell migration	27	162	0.00044940817146561714	0.015268296767758925
GO:1904646	cellular response to amyloid-beta	10	35	0.0004499802909197244	0.015268296767758925
GO:0006357	regulation of transcription by RNA polymerase II	18	91	0.0005033453225949233	0.01620384359854557
GO:0001837	epithelial to mesenchymal transition	9	30	0.0005831900624552653	0.01620384359854557
GO:0006511	ubiquitin-dependent protein catabolic process	18	91	0.0005033453225949233	0.01620384359854557
GO:0043149	stress fiber assembly	6	14	0.0005876591445958148	0.01620384359854557
GO:0032210	regulation of telomere maintenance via telomerase	3	3	0.0005980491907638187	0.01620384359854557
GO:0045739	positive regulation of DNA repair	8	24	0.0005356213160048396	0.01620384359854557
GO:0045787	positive regulation of cell cycle	7	19	0.0006038017601084054	0.01620384359854557
GO:0000398	mRNA splicing, via spliceosome	18	91	0.0005033453225949233	0.01620384359854557
GO:0060084	synaptic transmission involved in micturition	3	3	0.0005980491907638187	0.01620384359854557
GO:0018076	N-terminal peptidyl-lysine acetylation	3	3	0.0005980491907638187	0.01620384359854557
GO:1990258	histone glutamine methylation	3	3	0.0005980491907638187	0.01620384359854557
GO:0031281	positive regulation of cyclase activity	3	3	0.0005980491907638187	0.01620384359854557
GO:0071363	cellular response to growth factor stimulus	7	19	0.0006038017601084054	0.01620384359854557
GO:0036493	positive regulation of translation in response to endoplasmic reticulum stress	3	3	0.0005980491907638187	0.01620384359854557
GO:0003376	sphingosine-1-phosphate receptor signaling pathway	3	3	0.0005980491907638187	0.01620384359854557
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	3	3	0.0005980491907638187	0.01620384359854557
GO:0032211	negative regulation of telomere maintenance via telomerase	7	19	0.0006038017601084054	0.01620384359854557
GO:1990428	miRNA transport	3	3	0.0005980491907638187	0.01620384359854557
GO:2000630	positive regulation of miRNA metabolic process	3	3	0.0005980491907638187	0.01620384359854557
GO:0072717	cellular response to actinomycin D	3	3	0.0005980491907638187	0.01620384359854557
GO:1904385	cellular response to angiotensin	3	3	0.0005980491907638187	0.01620384359854557
GO:0070849	response to epidermal growth factor	3	3	0.0005980491907638187	0.01620384359854557
GO:1902499	positive regulation of protein autoubiquitination	3	3	0.0005980491907638187	0.01620384359854557
GO:0035094	response to nicotine	4	6	0.0006563009466079168	0.016701727537815264
GO:0048660	regulation of smooth muscle cell proliferation	4	6	0.0006563009466079168	0.016701727537815264
GO:0018394	peptidyl-lysine acetylation	4	6	0.0006563009466079168	0.016701727537815264
GO:0051096	positive regulation of helicase activity	4	6	0.0006563009466079168	0.016701727537815264
GO:0010288	response to lead ion	4	6	0.0006563009466079168	0.016701727537815264
GO:0033119	negative regulation of RNA splicing	4	6	0.0006563009466079168	0.016701727537815264
GO:0048701	embryonic cranial skeleton morphogenesis	5	10	0.0007415704355989692	0.01855182988040811
GO:0032204	regulation of telomere maintenance	5	10	0.0007415704355989692	0.01855182988040811
GO:0051973	positive regulation of telomerase activity	9	31	0.0007611151801066561	0.01888077320735167
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	7	20	0.0008619476226879615	0.021203911518123852
GO:0071456	cellular response to hypoxia	13	58	0.0008794739960283225	0.021320272399973587
GO:0007249	I-kappaB kinase/NF-kappaB signaling	6	15	0.000910011626828141	0.021320272399973587
GO:0071157	negative regulation of cell cycle arrest	6	15	0.000910011626828141	0.021320272399973587
GO:2000811	negative regulation of anoikis	6	15	0.000910011626828141	0.021320272399973587
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	6	15	0.000910011626828141	0.021320272399973587
GO:0060766	negative regulation of androgen receptor signaling pathway	6	15	0.000910011626828141	0.021320272399973587
GO:0070372	regulation of ERK1 and ERK2 cascade	8	26	0.000977627383527687	0.02272406327695852
GO:0032869	cellular response to insulin stimulus	12	52	0.001046899014978502	0.024144108532941702
GO:0000723	telomere maintenance	7	21	0.0011998293415108074	0.02724535550876849
GO:0045931	positive regulation of mitotic cell cycle	7	21	0.0011998293415108074	0.02724535550876849
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	11	46	0.0012283386667312525	0.027679814841150056
GO:0038083	peptidyl-tyrosine autophosphorylation	5	11	0.0012655410032472367	0.027956512145226504
GO:0016310	phosphorylation	8	27	0.0012879693942245273	0.027956512145226504
GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	5	11	0.0012655410032472367	0.027956512145226504
GO:0071479	cellular response to ionizing radiation	8	27	0.0012879693942245273	0.027956512145226504
GO:0007265	Ras protein signal transduction	8	27	0.0012879693942245273	0.027956512145226504
GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	6	16	0.0013529982474639716	0.02873417860801183
GO:0043923	positive regulation by host of viral transcription	6	16	0.0013529982474639716	0.02873417860801183
GO:0051131	chaperone-mediated protein complex assembly	6	16	0.0013529982474639716	0.02873417860801183
GO:0022898	regulation of transmembrane transporter activity	4	7	0.0014291133226587297	0.029709454425975848
GO:0051272	positive regulation of cellular component movement	4	7	0.0014291133226587297	0.029709454425975848
GO:0043393	regulation of protein binding	4	7	0.0014291133226587297	0.029709454425975848
GO:0090090	negative regulation of canonical Wnt signaling pathway	16	84	0.0015428631325182663	0.031849873896460996
GO:0002218	activation of innate immune response	7	22	0.0016332265190846529	0.03348114364123538
GO:0071364	cellular response to epidermal growth factor stimulus	8	28	0.0016718469608407744	0.03403649812691011
GO:1902004	positive regulation of amyloid-beta formation	6	17	0.0019433108022633627	0.038246059267700715
GO:0045648	positive regulation of erythrocyte differentiation	7	23	0.0021792079926237886	0.038246059267700715
GO:0006606	protein import into nucleus	7	23	0.0021792079926237886	0.038246059267700715
GO:0032079	positive regulation of endodeoxyribonuclease activity	3	4	0.0022413849096586122	0.038246059267700715
GO:0002265	astrocyte activation involved in immune response	3	4	0.0022413849096586122	0.038246059267700715
GO:0007098	centrosome cycle	8	29	0.0021408175919683885	0.038246059267700715
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	6	17	0.0019433108022633627	0.038246059267700715
GO:0010832	negative regulation of myotube differentiation	5	12	0.0020198276930943563	0.038246059267700715
GO:0006301	postreplication repair	3	4	0.0022413849096586122	0.038246059267700715
GO:0051571	positive regulation of histone H3-K4 methylation	5	12	0.0020198276930943563	0.038246059267700715
GO:0051573	negative regulation of histone H3-K9 methylation	3	4	0.0022413849096586122	0.038246059267700715
GO:0048387	negative regulation of retinoic acid receptor signaling pathway	3	4	0.0022413849096586122	0.038246059267700715
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	7	23	0.0021792079926237886	0.038246059267700715
GO:0045646	regulation of erythrocyte differentiation	3	4	0.0022413849096586122	0.038246059267700715
GO:0051225	spindle assembly	6	17	0.0019433108022633627	0.038246059267700715
GO:0042053	regulation of dopamine metabolic process	3	4	0.0022413849096586122	0.038246059267700715
GO:0051702	interaction with symbiont	3	4	0.0022413849096586122	0.038246059267700715
GO:2000373	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity	3	4	0.0022413849096586122	0.038246059267700715
GO:0016925	protein sumoylation	7	23	0.0021792079926237886	0.038246059267700715
GO:0046827	positive regulation of protein export from nucleus	5	12	0.0020198276930943563	0.038246059267700715
GO:0010742	macrophage derived foam cell differentiation	3	4	0.0022413849096586122	0.038246059267700715
GO:1905564	positive regulation of vascular endothelial cell proliferation	5	12	0.0020198276930943563	0.038246059267700715
GO:0032909	regulation of transforming growth factor beta2 production	3	4	0.0022413849096586122	0.038246059267700715
GO:1901673	regulation of mitotic spindle assembly	6	17	0.0019433108022633627	0.038246059267700715
GO:0009409	response to cold	3	4	0.0022413849096586122	0.038246059267700715
GO:0035617	stress granule disassembly	3	4	0.0022413849096586122	0.038246059267700715
GO:0090330	regulation of platelet aggregation	3	4	0.0022413849096586122	0.038246059267700715
GO:0070842	aggresome assembly	3	4	0.0022413849096586122	0.038246059267700715
GO:0000209	protein polyubiquitination	14	72	0.0024294189779619896	0.04121634955714824
GO:0042770	signal transduction in response to DNA damage	4	8	0.0026679487714364376	0.04399879761609142
GO:0042325	regulation of phosphorylation	4	8	0.0026679487714364376	0.04399879761609142
GO:0016573	histone acetylation	4	8	0.0026679487714364376	0.04399879761609142
GO:0060396	growth hormone receptor signaling pathway	4	8	0.0026679487714364376	0.04399879761609142
GO:0050847	progesterone receptor signaling pathway	4	8	0.0026679487714364376	0.04399879761609142
GO:0045070	positive regulation of viral genome replication	7	24	0.0028559789770838577	0.0463233513206129
GO:0007173	epidermal growth factor receptor signaling pathway	7	24	0.0028559789770838577	0.0463233513206129
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	7	24	0.0028559789770838577	0.0463233513206129
GO:0051402	neuron apoptotic process	5	13	0.0030563016368915976	0.048247071829433136
GO:0051443	positive regulation of ubiquitin-protein transferase activity	5	13	0.0030563016368915976	0.048247071829433136
GO:0048025	negative regulation of mRNA splicing, via spliceosome	5	13	0.0030563016368915976	0.048247071829433136
GO:2000773	negative regulation of cellular senescence	5	13	0.0030563016368915976	0.048247071829433136
GO:0006298	mismatch repair	5	13	0.0030563016368915976	0.048247071829433136
GO:0006915	apoptotic process	14	74	0.0031678781279290825	0.049742426774716235
