# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	8	13	1.775660868958664e-09	1.7010831124624e-06
R-HSA-69231	Cyclin D associated events in G1	13	47	3.0477015976899635e-09	2.919698130586985e-06
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	14	56	3.1951790634695012e-09	3.0609815428037823e-06
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	14	56	3.1951790634695012e-09	3.0609815428037823e-06
R-HSA-9009391	Extra-nuclear estrogen signaling	14	57	4.107437241044232e-09	3.934924876920374e-06
R-HSA-9664422	FCGR3A-mediated phagocytosis	14	59	6.6761648887492495e-09	6.395765963421781e-06
R-HSA-5637810	Constitutive Signaling by EGFRvIII	8	15	8.364701055742404e-09	8.013383611401223e-06
R-HSA-445144	Signal transduction by L1	9	21	1.0851972983045393e-08	1.0396190117757486e-05
R-HSA-9656223	Signaling by RAF1 mutants	12	43	1.1186679738061192e-08	1.0716839189062621e-05
R-HSA-9665348	Signaling by ERBB2 ECD mutants	8	16	1.6238519411551028e-08	1.5556501596265884e-05
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	12	47	3.3728776449699955e-08	3.2312167838812555e-05
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	12	47	3.3728776449699955e-08	3.2312167838812555e-05
R-HSA-9649948	Signaling downstream of RAS mutants	12	47	3.3728776449699955e-08	3.2312167838812555e-05
R-HSA-2559580	Oxidative Stress Induced Senescence	18	112	3.405297937947998e-08	3.2622754245541824e-05
R-HSA-400253	Circadian Clock	13	57	3.905351926329899e-08	3.741327145424043e-05
R-HSA-5627123	RHO GTPases activate PAKs	9	24	4.411355988613389e-08	4.226079037091627e-05
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	14	69	5.710881523097085e-08	5.471024499127008e-05
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	9	26	9.927539690368811e-08	9.510583023373321e-05
R-HSA-4420097	VEGFA-VEGFR2 Pathway	13	62	1.1373035470227691e-07	0.00010895367980478127
R-HSA-5696395	Formation of Incision Complex in GG-NER	11	43	1.247099332102141e-07	0.00011947211601538511
R-HSA-3899300	SUMOylation of transcription cofactors	11	44	1.6130680511135472e-07	0.00015453191929667783
R-HSA-72163	mRNA Splicing - Major Pathway	22	180	1.672140730109882e-07	0.0001601910819445267
R-HSA-6804757	Regulation of TP53 Degradation	10	36	2.021013328899917e-07	0.00019361307690861205
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	10	36	2.021013328899917e-07	0.00019361307690861205
R-HSA-5621575	CD209 (DC-SIGN) signaling	8	21	2.2125861869576642e-07	0.00021196575671054424
R-HSA-111447	Activation of BAD and translocation to mitochondria 	7	15	2.4546537276345063e-07	0.0002351558271073857
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	10	37	2.6871524085029766e-07	0.00025742920073458514
R-HSA-390450	Folding of actin by CCT/TriC	6	10	2.712780113418243e-07	0.00025988433486546765
R-HSA-9613829	Chaperone Mediated Autophagy	8	22	3.375085072445804e-07	0.00032333314994030803
R-HSA-912631	Regulation of signaling by CBL	8	22	3.375085072445804e-07	0.00032333314994030803
R-HSA-5689896	Ovarian tumor domain proteases	10	38	3.5383892536518297e-07	0.0003389776904998453
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	9	31	5.513338946296652e-07	0.0005281778710552193
R-HSA-8939211	ESR-mediated signaling	6	11	5.798210400544178e-07	0.0005554685563721322
R-HSA-8934903	Receptor Mediated Mitophagy	6	11	5.798210400544178e-07	0.0005554685563721322
R-HSA-5674135	MAP2K and MAPK activation	10	40	5.973023973476148e-07	0.000572215696659015
R-HSA-8940973	RUNX2 regulates osteoblast differentiation	8	24	7.314835809843857e-07	0.0007007612705830416
R-HSA-8863795	Downregulation of ERBB2 signaling	8	24	7.314835809843857e-07	0.0007007612705830416
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	5	7	8.621488555857887e-07	0.0008259386036511856
R-HSA-9646399	Aggrephagy	10	42	9.76134334238099e-07	0.0009351366922000988
R-HSA-2559585	Oncogene Induced Senescence	9	33	9.933668257565151e-07	0.0009516454190747415
R-HSA-9664565	Signaling by ERBB2 KD Mutants	8	25	1.0442340882649742e-06	0.0010003762565578454
R-HSA-5693607	Processing of DNA double-strand break ends	14	87	1.1508120211974503e-06	0.0011024779163071575
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	15	101	1.372440927366983e-06	0.0013147984084175698
R-HSA-110320	Translesion Synthesis by POLH	7	19	1.7091502931320815e-06	0.0016373659808205342
R-HSA-350054	Notch-HLH transcription pathway	8	27	2.0198809827204157e-06	0.0019350459814461583
R-HSA-209560	NF-kB is activated and signals survival	6	13	2.03283966712489e-06	0.0019474604011056448
R-HSA-6802952	Signaling by BRAF and RAF fusions	12	67	2.10460825747256e-06	0.0020162147106587125
R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	9	36	2.216471417210053e-06	0.0021233796176872307
R-HSA-450520	HuR (ELAVL1) binds and stabilizes mRNA	5	8	2.2351918513027588e-06	0.002141313793548043
R-HSA-1433557	Signaling by SCF-KIT	9	37	2.8425359023728206e-06	0.0027231493944731623
R-HSA-3371568	Attenuation phase	6	14	3.4563556230086373e-06	0.0033111886868422745
R-HSA-5696394	DNA Damage Recognition in GG-NER	9	38	3.6148901367073014e-06	0.003463064750965595
R-HSA-5218920	VEGFR2 mediated vascular permeability	8	29	3.6801566529820773e-06	0.0035255900735568302
R-HSA-9018519	Estrogen-dependent gene expression	17	138	3.914004845342401e-06	0.00374961664183802
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	12	71	3.978270262996118e-06	0.003811182911950281
R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	9	39	4.5608463214771474e-06	0.004369290775975108
R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	8	30	4.871785687199225e-06	0.004667170688336857
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	7	22	5.297902465287051e-06	0.005075390561744994
R-HSA-375165	NCAM signaling for neurite out-growth	7	22	5.297902465287051e-06	0.005075390561744994
R-HSA-5696400	Dual Incision in GG-NER	9	41	7.1023487408755804e-06	0.006804050093758806
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	7	23	7.395952188506457e-06	0.007085322196589186
R-HSA-354192	Integrin signaling	7	23	7.395952188506457e-06	0.007085322196589186
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	7	23	7.395952188506457e-06	0.007085322196589186
R-HSA-5687128	MAPK6/MAPK4 signaling	13	88	7.428281322143495e-06	0.007116293506613468
R-HSA-110312	Translesion synthesis by REV1	6	16	8.700866841969164e-06	0.00833543043460646
R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	6	16	8.700866841969164e-06	0.00833543043460646
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	9	42	8.773134487970674e-06	0.008404662839475906
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	14	103	8.972874701780713e-06	0.008596013964305923
R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	11	65	9.961371163743164e-06	0.009542993574865951
R-HSA-5607764	CLEC7A (Dectin-1) signaling	12	79	1.2477783835430948e-05	0.01195371691434285
R-HSA-5655862	Translesion synthesis by POLK	6	17	1.3065227556531882e-05	0.012516487999157543
R-HSA-5656121	Translesion synthesis by POLI	6	17	1.3065227556531882e-05	0.012516487999157543
R-HSA-5654726	Negative regulation of FGFR1 signaling	7	25	1.3677443888683072e-05	0.013102991245358383
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	14	107	1.403398028550865e-05	0.013444553113517287
R-HSA-195253	Degradation of beta-catenin by the destruction complex	11	68	1.5581642541188366e-05	0.014927213554458455
R-HSA-9614399	Regulation of localization of FOXO transcription factors	5	11	1.694788084923716e-05	0.0162360698535692
R-HSA-4755510	SUMOylation of immune response proteins	5	11	1.694788084923716e-05	0.0162360698535692
R-HSA-69541	Stabilization of p53	5	11	1.694788084923716e-05	0.0162360698535692
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	5	11	1.694788084923716e-05	0.0162360698535692
R-HSA-9664873	Pexophagy	5	11	1.694788084923716e-05	0.0162360698535692
R-HSA-9682706	Replication of the SARS-CoV-1 genome	4	6	1.8427479154306562e-05	0.017653525029825687
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	7	27	2.383206491137998e-05	0.02283111818510202
R-HSA-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	8	37	2.6120295936708882e-05	0.025023243507367107
R-HSA-6804760	Regulation of TP53 Activity through Methylation	6	19	2.704183981741978e-05	0.02590608254508815
R-HSA-5685942	HDR through Homologous Recombination (HRR)	9	48	2.758453870521794e-05	0.026425988079598787
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	5	12	2.8248762908895635e-05	0.027062314866722018
R-HSA-389359	CD28 dependent Vav1 pathway	5	12	2.8248762908895635e-05	0.027062314866722018
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	13	100	3.0517782914490094e-05	0.02923603603208151
R-HSA-5689880	Ub-specific processing proteases	19	194	3.07814971595758e-05	0.029488674278873615
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	14	115	3.216764047203958e-05	0.030816599572213915
R-HSA-3232118	SUMOylation of transcription factors	6	20	3.753684985158744e-05	0.03596030215782077
R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	6	20	3.753684985158744e-05	0.03596030215782077
R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	3	3	3.861036099656121e-05	0.03698872583470564
R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	3	3	3.861036099656121e-05	0.03698872583470564
R-HSA-2424491	DAP12 signaling	7	29	3.9509491376616944e-05	0.03785009273879903
R-HSA-8941855	RUNX3 regulates CDKN1A transcription	4	7	4.184791955289485e-05	0.040090306931673265
R-HSA-4090294	SUMOylation of intracellular receptors	7	30	5.0051401804631483e-05	0.04794924292883696
R-HSA-182971	EGFR downregulation	7	30	5.0051401804631483e-05	0.04794924292883696
R-HSA-5205685	PINK1-PRKN Mediated Mitophagy	6	21	5.106375167332338e-05	0.048919074103043796
R-HSA-5654732	Negative regulation of FGFR3 signaling	6	21	5.106375167332338e-05	0.048919074103043796
R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	10	64	5.182933858467194e-05	0.049652506364115716
