# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0014059	regulation of dopamine secretion	2	5	0.0027284590849536677	0.03185182948573587
GO:0120041	positive regulation of macrophage proliferation	2	5	0.0027284590849536677	0.03185182948573587
GO:0021955	central nervous system neuron axonogenesis	2	5	0.0027284590849536677	0.03185182948573587
GO:0071456	cellular response to hypoxia	5	58	0.002845264244534063	0.032611105571967336
GO:0008104	protein localization	4	36	0.0030037645172918343	0.034099879091541586
GO:0030516	regulation of axon extension	2	6	0.004047467324449862	0.041235735476446454
GO:0001666	response to hypoxia	5	62	0.0038077790653755373	0.041235735476446454
GO:0050821	protein stabilization	8	151	0.003954883417758035	0.041235735476446454
GO:0010918	positive regulation of mitochondrial membrane potential	2	6	0.004047467324449862	0.041235735476446454
GO:0010632	regulation of epithelial cell migration	2	6	0.004047467324449862	0.041235735476446454
GO:0031571	mitotic G1 DNA damage checkpoint	2	6	0.004047467324449862	0.041235735476446454
GO:0034113	heterotypic cell-cell adhesion	3	19	0.003729908419939539	0.041235735476446454
GO:0071223	cellular response to lipoteichoic acid	2	6	0.004047467324449862	0.041235735476446454
GO:0097680	double-strand break repair via classical nonhomologous end joining	2	6	0.004047467324449862	0.041235735476446454
GO:0006983	ER overload response	2	6	0.004047467324449862	0.041235735476446454
GO:0032211	negative regulation of telomere maintenance via telomerase	3	19	0.003729908419939539	0.041235735476446454
GO:0046599	regulation of centriole replication	2	6	0.004047467324449862	0.041235735476446454
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	3	20	0.0043343790813959275	0.04305483220853288
GO:0043627	response to estrogen	3	20	0.0043343790813959275	0.04305483220853288
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	3	20	0.0043343790813959275	0.04305483220853288
GO:0006302	double-strand break repair	4	40	0.0044239531601805585	0.043581422867233266
GO:0033138	positive regulation of peptidyl-serine phosphorylation	5	66	0.004983890333287783	0.047253216733369144
GO:0090263	positive regulation of canonical Wnt signaling pathway	5	66	0.004983890333287783	0.047253216733369144
GO:0045931	positive regulation of mitotic cell cycle	3	21	0.004994887003695061	0.047253216733369144
GO:0097352	autophagosome maturation	3	21	0.004994887003695061	0.047253216733369144
GO:0016236	macroautophagy	3	21	0.004994887003695061	0.047253216733369144
