# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:1904646	cellular response to amyloid-beta	6	35	0.0009920496880102584	0.016201398655742313
GO:0007173	epidermal growth factor receptor signaling pathway	5	24	0.0010551515934198912	0.016201398655742313
GO:0006940	regulation of smooth muscle contraction	2	2	0.0011320470959455388	0.016201398655742313
GO:0086098	angiotensin-activated signaling pathway involved in heart process	2	2	0.0011320470959455388	0.016201398655742313
GO:0050881	musculoskeletal movement	2	2	0.0011320470959455388	0.016201398655742313
GO:0045759	negative regulation of action potential	2	2	0.0011320470959455388	0.016201398655742313
GO:1905818	regulation of chromosome separation	2	2	0.0011320470959455388	0.016201398655742313
GO:1905663	positive regulation of telomerase RNA reverse transcriptase activity	2	2	0.0011320470959455388	0.016201398655742313
GO:0060334	regulation of interferon-gamma-mediated signaling pathway	2	2	0.0011320470959455388	0.016201398655742313
GO:0060338	regulation of type I interferon-mediated signaling pathway	2	2	0.0011320470959455388	0.016201398655742313
GO:0007198	adenylate cyclase-inhibiting serotonin receptor signaling pathway	2	2	0.0011320470959455388	0.016201398655742313
GO:0140039	cell-cell adhesion in response to extracellular stimulus	2	2	0.0011320470959455388	0.016201398655742313
GO:0032986	protein-DNA complex disassembly	2	2	0.0011320470959455388	0.016201398655742313
GO:0032071	regulation of endodeoxyribonuclease activity	2	2	0.0011320470959455388	0.016201398655742313
GO:0034462	small-subunit processome assembly	2	2	0.0011320470959455388	0.016201398655742313
GO:0034502	protein localization to chromosome	2	2	0.0011320470959455388	0.016201398655742313
GO:0055001	muscle cell development	2	2	0.0011320470959455388	0.016201398655742313
GO:0070534	protein K63-linked ubiquitination	6	36	0.0011572585512369061	0.01644306214886971
GO:0045667	regulation of osteoblast differentiation	3	7	0.0011993061839794526	0.01644881745388485
GO:1903351	cellular response to dopamine	3	7	0.0011993061839794526	0.01644881745388485
GO:1903608	protein localization to cytoplasmic stress granule	3	7	0.0011993061839794526	0.01644881745388485
GO:0007183	SMAD protein complex assembly	3	7	0.0011993061839794526	0.01644881745388485
GO:0000423	mitophagy	3	7	0.0011993061839794526	0.01644881745388485
GO:2000811	negative regulation of anoikis	4	15	0.0012862237777457799	0.017280897694203504
GO:1901215	negative regulation of neuron death	5	25	0.0012829977712329028	0.017280897694203504
GO:2000379	positive regulation of reactive oxygen species metabolic process	4	15	0.0012862237777457799	0.017280897694203504
GO:0032092	positive regulation of protein binding	7	50	0.0013266366718318841	0.017703428559918723
GO:0071392	cellular response to estradiol stimulus	4	16	0.0016698423363183529	0.022133816202877497
GO:0042770	signal transduction in response to DNA damage	3	8	0.001871152251765727	0.02368926728998276
GO:0051899	membrane depolarization	3	8	0.001871152251765727	0.02368926728998276
GO:0051683	establishment of Golgi localization	3	8	0.001871152251765727	0.02368926728998276
GO:0016573	histone acetylation	3	8	0.001871152251765727	0.02368926728998276
GO:0045445	myoblast differentiation	3	8	0.001871152251765727	0.02368926728998276
GO:0010332	response to gamma radiation	3	8	0.001871152251765727	0.02368926728998276
GO:0034983	peptidyl-lysine deacetylation	3	8	0.001871152251765727	0.02368926728998276
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	4	17	0.002126251727765648	0.026410988442372045
GO:1904355	positive regulation of telomere capping	4	17	0.002126251727765648	0.026410988442372045
GO:1901673	regulation of mitotic spindle assembly	4	17	0.002126251727765648	0.026410988442372045
GO:0071364	cellular response to epidermal growth factor stimulus	5	28	0.0021848186493084636	0.026968855202401346
GO:0034333	adherens junction assembly	3	9	0.0027370206806164982	0.03217628478700943
GO:0051492	regulation of stress fiber assembly	3	9	0.0027370206806164982	0.03217628478700943
GO:0060765	regulation of androgen receptor signaling pathway	3	9	0.0027370206806164982	0.03217628478700943
GO:0046426	negative regulation of JAK-STAT cascade	3	9	0.0027370206806164982	0.03217628478700943
GO:0032727	positive regulation of interferon-alpha production	4	18	0.002661989418273935	0.03217628478700943
GO:0032355	response to estradiol	3	9	0.0027370206806164982	0.03217628478700943
GO:0010870	positive regulation of receptor biosynthetic process	3	9	0.0027370206806164982	0.03217628478700943
GO:0051974	negative regulation of telomerase activity	3	9	0.0027370206806164982	0.03217628478700943
GO:0000209	protein polyubiquitination	8	72	0.002790900349181178	0.03261555141794572
GO:0038189	neuropilin signaling pathway	2	3	0.0033203115301097237	0.03345722077534033
GO:1904528	positive regulation of microtubule binding	2	3	0.0033203115301097237	0.03345722077534033
GO:0002032	desensitization of G protein-coupled receptor signaling pathway by arrestin	2	3	0.0033203115301097237	0.03345722077534033
GO:0070141	response to UV-A	2	3	0.0033203115301097237	0.03345722077534033
GO:0009987	cellular process	2	3	0.0033203115301097237	0.03345722077534033
GO:0010800	positive regulation of peptidyl-threonine phosphorylation	4	19	0.0032834428640896043	0.03345722077534033
GO:1902254	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	2	3	0.0033203115301097237	0.03345722077534033
GO:0048630	skeletal muscle tissue growth	2	3	0.0033203115301097237	0.03345722077534033
GO:1905144	response to acetylcholine	2	3	0.0033203115301097237	0.03345722077534033
GO:0018076	N-terminal peptidyl-lysine acetylation	2	3	0.0033203115301097237	0.03345722077534033
GO:0043153	entrainment of circadian clock by photoperiod	4	19	0.0032834428640896043	0.03345722077534033
GO:0090400	stress-induced premature senescence	2	3	0.0033203115301097237	0.03345722077534033
GO:0071363	cellular response to growth factor stimulus	4	19	0.0032834428640896043	0.03345722077534033
GO:0003376	sphingosine-1-phosphate receptor signaling pathway	2	3	0.0033203115301097237	0.03345722077534033
GO:0045899	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	2	3	0.0033203115301097237	0.03345722077534033
GO:0090042	tubulin deacetylation	2	3	0.0033203115301097237	0.03345722077534033
GO:0045621	positive regulation of lymphocyte differentiation	2	3	0.0033203115301097237	0.03345722077534033
GO:0070829	heterochromatin maintenance	2	3	0.0033203115301097237	0.03345722077534033
GO:1990428	miRNA transport	2	3	0.0033203115301097237	0.03345722077534033
GO:2000630	positive regulation of miRNA metabolic process	2	3	0.0033203115301097237	0.03345722077534033
GO:0060397	JAK-STAT cascade involved in growth hormone signaling pathway	2	3	0.0033203115301097237	0.03345722077534033
GO:0042921	glucocorticoid receptor signaling pathway	2	3	0.0033203115301097237	0.03345722077534033
GO:1902339	positive regulation of apoptotic process involved in morphogenesis	2	3	0.0033203115301097237	0.03345722077534033
GO:0070849	response to epidermal growth factor	2	3	0.0033203115301097237	0.03345722077534033
GO:0045842	positive regulation of mitotic metaphase/anaphase transition	2	3	0.0033203115301097237	0.03345722077534033
GO:1902661	positive regulation of glucose mediated signaling pathway	2	3	0.0033203115301097237	0.03345722077534033
GO:0090168	Golgi reassembly	2	3	0.0033203115301097237	0.03345722077534033
GO:0006979	response to oxidative stress	6	44	0.003346958747930362	0.033554535670875456
GO:1990000	amyloid fibril formation	3	10	0.0038130848501327537	0.03691589499515779
GO:1903800	positive regulation of production of miRNAs involved in gene silencing by miRNA	3	10	0.0038130848501327537	0.03691589499515779
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	6	45	0.003754804903353373	0.03691589499515779
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	3	10	0.0038130848501327537	0.03691589499515779
GO:1901838	positive regulation of transcription of nucleolar large rRNA by RNA polymerase I	3	10	0.0038130848501327537	0.03691589499515779
GO:0070935	3'-UTR-mediated mRNA stabilization	3	10	0.0038130848501327537	0.03691589499515779
GO:0051403	stress-activated MAPK cascade	3	10	0.0038130848501327537	0.03691589499515779
GO:0043627	response to estrogen	4	20	0.003996814408305088	0.038505894909280726
GO:0000165	MAPK cascade	5	33	0.004598629437014447	0.04408880164127929
GO:0001666	response to hypoxia	7	62	0.004632177640864163	0.044195897781191894
GO:0010629	negative regulation of gene expression	12	150	0.004700256407520168	0.04462983848486698
GO:0045931	positive regulation of mitotic cell cycle	4	21	0.004808090781627263	0.04500464120243528
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	4	21	0.004808090781627263	0.04500464120243528
GO:0097352	autophagosome maturation	4	21	0.004808090781627263	0.04500464120243528
GO:0038083	peptidyl-tyrosine autophosphorylation	3	11	0.005113219664026823	0.04632389374519713
GO:0030521	androgen receptor signaling pathway	3	11	0.005113219664026823	0.04632389374519713
GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	3	11	0.005113219664026823	0.04632389374519713
GO:0072425	signal transduction involved in G2 DNA damage checkpoint	3	11	0.005113219664026823	0.04632389374519713
GO:0070102	interleukin-6-mediated signaling pathway	3	11	0.005113219664026823	0.04632389374519713
GO:0042026	protein refolding	3	11	0.005113219664026823	0.04632389374519713
GO:0000422	autophagy of mitochondrion	3	11	0.005113219664026823	0.04632389374519713
GO:0007050	cell cycle arrest	6	48	0.005200070663915995	0.046895614434858866
